,ASG002_A549_24H:A22,ASG002_A549_24H:O07,LKCP001_U2OS_24H:F09,LKCP001_U2OS_24H:J22,LKCP001_U2OS_24H:J23,LKCP001_U2OS_24H:J24,LKCP001_U2OS_24H:N10,LKCP001_U2OS_24H:N11,LKCP001_U2OS_24H:N12,ASG003_U2OS_24H:G24,LKCP001_MCF7_24H:N10,LKCP001_MCF7_24H:N11,LKCP001_MCF7_24H:N12,LKCP001_U2OS_24H:E19,LKCP001_U2OS_24H:E20,LKCP001_U2OS_24H:E21,LKCP001_U2OS_24H:F07,LKCP001_U2OS_24H:F08,LKCP001_MCF7_24H:E20,LKCP001_MCF7_24H:E21,LKCP001_MCF7_24H:F07,LKCP001_MCF7_24H:F08,LKCP001_MCF7_24H:F09,LKCP001_MCF7_24H:J22,LKCP001_MCF7_24H:J23,LKCP001_MCF7_24H:J24,LKCP001_A549_24H:F09,LKCP001_A549_24H:J22,LKCP001_A549_24H:J23,LKCP001_A549_24H:J24,LKCP001_A549_24H:N10,LKCP001_A549_24H:N11,LKCP001_A549_24H:N12,LKCP001_MCF7_24H:E19,REP.A014_MCF7_24H:H24,REP.A014_PC3_24H:H19,REP.A014_PC3_24H:H20,REP.A014_PC3_24H:H22,REP.A014_PC3_24H:H23,REP.A014_PC3_24H:H24,REP.A021_A549_24H:D01,REP.A021_A549_24H:D02,REP.A014_HA1E_24H:H21,REP.A014_HA1E_24H:H22,REP.A014_HA1E_24H:H24,REP.A014_MCF7_24H:H19,REP.A014_MCF7_24H:H20,REP.A014_MCF7_24H:H21,REP.A014_MCF7_24H:H22,REP.A014_MCF7_24H:H23,REP.A009_PC3_24H:D01,REP.A009_PC3_24H:D02,REP.A009_PC3_24H:D03,REP.A009_PC3_24H:D04,REP.A009_PC3_24H:D05,REP.A009_PC3_24H:D06,REP.A014_HA1E_24H:H19,REP.A014_HA1E_24H:H20,REP.A009_A549_24H:D05,REP.A009_A549_24H:D06,REP.A009_HA1E_24H:D01,REP.A009_HA1E_24H:D02,REP.A009_HA1E_24H:D03,REP.A009_HA1E_24H:D04,REP.A009_HA1E_24H:D05,REP.A009_HA1E_24H:D06,REP.A021_MCF7_24H:D04,REP.A021_MCF7_24H:D05,REP.A021_MCF7_24H:D06,REP.A021_MCF7_24H:J19,REP.A021_MCF7_24H:J20,REP.A021_MCF7_24H:J21,REP.A021_MCF7_24H:J22,REP.A021_MCF7_24H:J23,REP.A021_HA1E_24H:J19,REP.A021_HA1E_24H:J20,REP.A021_HA1E_24H:J22,REP.A021_HA1E_24H:J23,REP.A021_HA1E_24H:J24,REP.A021_MCF7_24H:D01,REP.A021_MCF7_24H:D02,REP.A021_MCF7_24H:D03,REP.A021_A549_24H:J23,REP.A021_A549_24H:J24,REP.A021_HA1E_24H:D01,REP.A021_HA1E_24H:D02,REP.A021_HA1E_24H:D03,REP.A021_HA1E_24H:D04,REP.A021_HA1E_24H:D05,REP.A021_HA1E_24H:D06,REP.A021_A549_24H:D03,REP.A021_A549_24H:D04,REP.A021_A549_24H:D05,REP.A021_A549_24H:D06,REP.A021_A549_24H:J19,REP.A021_A549_24H:J20,REP.A021_A549_24H:J21,REP.A021_A549_24H:J22,REP.A001_HA1E_24H:I16,REP.A001_HA1E_24H:I17,REP.A001_HA1E_24H:I18,REP.A001_MCF7_24H:I14,REP.A001_MCF7_24H:I15,REP.A001_MCF7_24H:I16,REP.A001_MCF7_24H:I17,REP.A001_MCF7_24H:I18,MUC.CP008_MCF7_24H:H19,MUC.CP008_MCF7_24H:H20,MUC.CP008_MCF7_24H:H21,MUC.CP008_MCF7_24H:H22,MUC.CP008_MCF7_24H:H23,REP.A001_HA1E_24H:I13,REP.A001_HA1E_24H:I14,REP.A001_HA1E_24H:I15,REP.A021_PC3_24H:J20,REP.A021_PC3_24H:J21,REP.A021_PC3_24H:J22,REP.A021_PC3_24H:J23,REP.A021_PC3_24H:J24,REP.A022_A549_24H:L01,REP.A022_A549_24H:L02,REP.A022_A549_24H:L03,REP.A021_MCF7_24H:J24,REP.A021_PC3_24H:D01,REP.A021_PC3_24H:D02,REP.A021_PC3_24H:D03,REP.A021_PC3_24H:D04,REP.A021_PC3_24H:D05,REP.A021_PC3_24H:D06,REP.A021_PC3_24H:J19,REP.B001_HA1E_24H:I13,REP.B001_HA1E_24H:I14,REP.B001_HA1E_24H:I15,REP.B001_HA1E_24H:I16,REP.B001_HA1E_24H:I17,REP.B001_HA1E_24H:I18,REP.B001_PC3_24H:I14,REP.B001_PC3_24H:I15,REP.A022_MCF7_24H:L05,REP.A022_MCF7_24H:L06,REP.A022_PC3_24H:L01,REP.A022_PC3_24H:L02,REP.A022_PC3_24H:L03,REP.A022_PC3_24H:L04,REP.A022_PC3_24H:L05,REP.A022_PC3_24H:L06,REP.A022_A549_24H:L04,REP.A022_A549_24H:L05,REP.A022_A549_24H:L06,REP.A022_HA1E_24H:L06,REP.A022_MCF7_24H:L01,REP.A022_MCF7_24H:L02,REP.A022_MCF7_24H:L03,REP.A022_MCF7_24H:L04,REP.A001_PC3_24H:I13,REP.A001_PC3_24H:I14,REP.A001_PC3_24H:I15,REP.A001_PC3_24H:I16,REP.A001_PC3_24H:I17,REP.A001_PC3_24H:I18,REP.A009_A549_24H:D01,REP.A009_A549_24H:D02,MUC.CP008_HA1E_24H:H23,MUC.CP008_HA1E_24H:H24,MUC.CP008_MCF7_24H:F07,MUC.CP008_MCF7_24H:F09,MUC.CP008_MCF7_24H:F10,MUC.CP008_MCF7_24H:F11,MUC.CP008_MCF7_24H:F12,LKCP001_A549_24H:F08,MUC.CP008_HA1E_24H:F08,MUC.CP008_HA1E_24H:F09,MUC.CP008_HA1E_24H:F10,MUC.CP008_HA1E_24H:F11,MUC.CP008_HA1E_24H:F12,MUC.CP008_HA1E_24H:H20,MUC.CP008_HA1E_24H:H21,MUC.CP008_HA1E_24H:H22,LKCP002_MCF7_24H:N21,LKCP002_U2OS_24H:N19,LKCP002_U2OS_24H:N20,LKCP002_U2OS_24H:N21,MOAR002_PC3_24H:B22,MOAR002_PC3_24H:B23,MOAR002_PC3_24H:B24,MUC.CP008_HA1E_24H:F07,REP.B001_PC3_24H:I16,REP.B001_PC3_24H:I17,REP.B001_PC3_24H:I18,LKCP002_A549_24H:N19,LKCP002_A549_24H:N20,LKCP002_A549_24H:N21,LKCP002_MCF7_24H:N19,LKCP002_MCF7_24H:N20,CRCGN004_PC3_24H:BRD-A66229260-001-01-6:10,LKCP001_A549_24H:E19,LKCP001_A549_24H:E20,LKCP001_A549_24H:E21,LKCP001_A549_24H:F07,ASG002_A549_24H:A24,ASG002_A549_24H:A23,ASG002_A549_24H:O08,CPD002_PC3_24H:BRD-K96390176-001-01-1:10,CRCGN001_HA1E_24H:BRD-A31158127-001-01-2:10,CRCGN001_HA1E_24H:BRD-A66229260-001-01-6:10,CRCGN004_HA1E_24H:BRD-A31158127-001-01-2:10,CRCGN004_HA1E_24H:BRD-A31158127-001-01-2:10UM,CRCGN004_HA1E_24H:BRD-A66229260-001-01-6:10,CRCGN004_HA1E_24H:BRD-A66229260-001-01-6:10UM,CRCGN004_PC3_24H:BRD-A31158127-001-01-2:10,CPC011_A549_24H:BRD-K27316855-001-09-1:10,CPC011_A549_24H:BRD-K56429665-001-06-2:10,CPC011_PC3_24H:BRD-K27316855-001-09-1:10,CPC011_PC3_24H:BRD-K56429665-001-06-2:10,CPC014_A549_24H:BRD-A84327315-001-01-1:10,CPC014_MCF7_24H:BRD-A84327315-001-01-1:10,CPC014_PC3_24H:BRD-A84327315-001-01-1:10,CPD002_MCF7_24H:BRD-K96390176-001-01-1:10,CPC005_A549_24H:BRD-K56429665-001-03-9:10,CPC005_HA1E_24H:BRD-K56429665-001-03-9:10,CPC005_MCF7_24H:BRD-K56429665-001-03-9:10,CPC005_PC3_24H:BRD-K56429665-001-03-9:10,CPC006_A549_24H:BRD-K27316855-001-02-6:1,CPC006_HA1E_24H:I03,CPC006_MCF7_24H:I03,CPC006_PC3_24H:I03,ASG003_MCF7_24H:G24,ASG003_U2OS_24H:G19,ASG003_U2OS_24H:G20,ASG003_U2OS_24H:G21,ASG003_U2OS_24H:G22,ASG003_U2OS_24H:G23,REP.A009_A549_24H:D03,REP.A009_A549_24H:D04,ASG003_A549_24H:G22,ASG003_A549_24H:G23,ASG003_A549_24H:G24,ASG003_MCF7_24H:G19,ASG003_MCF7_24H:G20,ASG003_MCF7_24H:G21,ASG003_MCF7_24H:G22,ASG003_MCF7_24H:G23,ASG002_PC3_24H:A23,ASG002_PC3_24H:A24,ASG002_PC3_24H:O07,ASG002_PC3_24H:O08,ASG002_PC3_24H:O09,ASG003_A549_24H:G19,ASG003_A549_24H:G20,ASG003_A549_24H:G21,ASG002_A549_24H:O09,ASG002_MCF7_24H:A22,ASG002_MCF7_24H:A23,ASG002_MCF7_24H:A24,ASG002_MCF7_24H:O07,ASG002_MCF7_24H:O08,ASG002_MCF7_24H:O09,ASG002_PC3_24H:A22
ASG002_A549_24H:A22,0.0,154.19437040887104,155.24544951132336,156.66487186059643,155.4438123737991,187.16812612665117,164.53071561941698,156.04807230370798,178.68008133415788,162.26199674103736,176.22347839846205,155.5068411007009,190.72199449373832,151.39552912556314,148.19631994206884,164.42890176503113,170.4316026221364,174.3561532029149,173.8086315538248,159.04077016825767,175.68455783376922,168.98642116850434,183.17022963583162,182.49806043001445,180.91850901522426,189.37222465233074,164.44088170796454,167.5066342234488,151.09387526522713,157.76493234484747,167.27609476760327,155.6570380151048,185.4932213658601,169.86641382103966,182.89013327129499,210.81565825310335,201.7898914975468,165.98022743900094,182.0030281133577,179.72404322339648,189.96718865031366,186.19061811661368,187.7387310906743,165.97027822418625,189.4727490924898,188.1363399951594,167.89776127108217,184.60032980166122,183.48954024715806,176.98748541714656,208.339553366823,200.2643630462735,210.9738236205244,217.07169880267162,184.49210044962211,170.76901090873153,169.714425980316,210.14445376588134,181.889383357768,202.28212753990212,210.24124953030105,181.21328697889794,172.2459145462491,181.59958402312782,162.38379788970448,163.24019429518694,176.66940135747396,173.1842102760987,184.3352521607115,179.8286056875674,188.66004078913585,166.84879995846217,184.42659945101119,174.32064122769674,192.11487963285677,162.75203938043927,160.4188373131605,173.32367570119473,187.07636341420664,187.8695965926875,172.8721817865728,175.74715259374457,170.08386117675377,189.05379568770667,213.03990950412964,172.53083408134017,172.87946602618655,166.95515875892644,173.80870255363513,159.1713964367718,190.6592550654698,201.84148097690513,180.90078209139173,171.47669524475995,178.19233500139498,169.13089834844934,192.07689562854026,188.17094523467472,182.19680248791502,190.74474813398558,186.01694741222397,189.4262234744943,183.61028344418156,179.91067857261345,198.52563666475567,157.75611790969765,161.5497189052377,223.8455994172696,199.30891706901622,162.97892010776383,192.2626862217205,173.13757060709273,170.3957972505944,198.9274244293539,187.97364755330918,173.2482272462556,174.52163557910458,183.4243943969468,166.30538747464044,166.54820357722232,175.18910806925254,172.41829450613164,181.26332733049176,184.3932211841903,173.2536882979027,179.30250381536555,194.56658396572925,168.1065404836649,183.84028061877862,194.30149031037146,170.82300929794187,166.41785331106965,168.06016157467434,175.8693726605497,195.18903223301953,175.19305428532954,193.98216514835872,174.58768910125386,174.3348184419085,181.45877885633644,173.1593057279458,169.69821790623428,171.61913881034698,175.8648980319071,179.82785216928866,188.28775907076405,168.1494370865998,162.7487181404355,186.8842585303981,173.32044165630035,169.05229129509416,186.9496710323082,180.18881349565302,165.00832211144822,191.0978160726181,191.19505925122357,182.42654668129362,182.03295609996945,197.04885260315058,177.90010581131895,200.7169691486719,177.0152503087012,176.46136699454968,196.8776028776723,175.19367140765686,169.39748583589864,183.5879489531139,169.9621665007742,171.18414988860147,152.8101900895459,164.51504013836905,162.18693428377478,154.92994919316806,182.5804526309507,172.74364642344995,182.3819327392679,166.11232448744005,162.7569946181401,156.4150436776537,169.5623157124605,164.7637394617736,158.23479106796913,190.43849315798434,181.49029414572328,207.45025760181665,165.81519384965645,190.6029952265456,172.089840155721,176.03341462981214,164.18617459366934,177.32934602510858,156.09966940508826,164.57035284886157,176.56642914191463,148.02365110170456,167.24067831371076,168.7107844671286,176.31719518221763,154.68344625266366,191.39661737132735,183.9134392543058,160.43595643204807,192.7790267400755,205.97376459714616,174.89701218788477,151.55099826953546,151.96982096826554,153.97486060575358,161.0819292549148,160.17557521513328,179.59327219615304,188.68087090052177,192.449188359016,179.27933356885436,167.9647371725045,197.66945663062185,159.84215996022238,207.55480256655642,172.87057666775053,184.32754227692772,169.9385277623075,188.172356875256,174.01871479329054,187.51361380795296,155.0909704243398,163.58324875206327,165.13183394994903,153.00473646925857,151.90435468078445,150.8136742446015,158.75120971682514,165.40779406203774,178.78192147439933,174.1074164943436,158.17815642705006,168.867727097337,155.7347460863795,175.1920650726546,156.1618132169007,164.07258761286522,167.00581876079164,169.18238800508016,181.36564613147473,185.47754277160917,174.71675070109774,174.52130565609588,157.20110739119056,147.20733986608278,151.31203391739737,150.29995050023638,188.86226406400596,175.59637185643672,167.913674523594,170.7581546860916,157.34519710863444,167.61633774306745,180.52092909206925,187.9015702092135
ASG002_A549_24H:O07,154.19437040887104,0.0,129.5351951188273,128.18345930676375,128.38809594566794,178.5260550813594,136.5465505371375,131.2977152665048,144.27210807949314,144.04485543783886,146.1128358670672,145.41317762265018,160.15370697170405,129.95907229981748,132.66445800461034,140.34471717434826,134.18296496526372,148.9112284244201,157.806434327409,132.84752022385445,151.67050922878067,143.7550384022502,173.39913336270004,155.86911111599196,156.74941435112527,146.4722486219785,142.13939226484325,136.2597712844054,126.83897130637553,125.10587183235826,132.5547220987367,125.77740690762744,148.57807071803134,147.81121724619422,161.9155841507729,182.58613453021434,182.01577378950597,140.2727372631021,168.9910393259258,150.00795078224056,159.51265440192515,165.89469405986722,175.27396302530565,141.6011576000392,178.99332899906375,178.28744551873513,163.22739444587506,180.33889364013098,165.57639574210788,159.265103238684,202.64043541198583,179.65266409769515,213.26789420312403,211.49541101572558,170.57591364670344,158.6975784266682,149.23631188253262,193.33927799285442,169.2964017797214,200.70242294975935,179.79325021539725,161.48276072471754,143.1290921386004,163.19498645889522,144.3689436025248,143.02345636040587,159.7293200675386,171.6087498796443,178.19120824079928,163.1261235086156,192.2676890743864,146.3554796376567,166.67306573718957,144.12387261472796,178.74130062967174,145.47449691613352,136.8513918945264,150.3946543463553,149.12614126211696,156.00408075132918,138.6413319986835,146.03660657149143,136.16768670783657,150.29320457998165,172.98199286014957,142.47167547450954,157.99615731799776,151.01739245783816,150.8419967983209,134.29550218816053,170.67110632499768,174.84368146298183,164.10463484536024,146.72213315166263,155.23615592675787,150.40198229512438,175.98229867392163,153.69167134645886,170.29182263137523,184.6070020732069,178.2706351022332,179.15485398950588,169.4163092975764,178.1054140731264,201.1208199246663,144.39733536047387,154.97441524799117,230.74163481906314,195.38524644085456,149.97341756981353,180.54088453320324,149.75073487378853,162.7848247630019,197.6133443154673,176.5001237212377,142.24355073947837,144.56932992806995,163.77273355554155,151.39555080236286,154.35888306788087,142.2832129718189,149.05615611227893,165.5107713977367,164.73267189786722,151.81906211581799,157.03750664960754,186.70190409578035,136.85626836357187,158.5909752999484,175.47140609727097,138.34994883287484,148.87876436704303,151.09485454286218,154.9540214833874,184.15248025455253,146.2683642987418,172.75416665275995,174.63505811800647,144.60041231462034,163.3821435426258,148.11425929835642,147.31589488488027,164.89860833457502,148.91294841409106,157.48862427902304,175.12618122132835,140.37951589910043,141.6603002074212,186.80848639751986,145.92407306625267,135.29044169300255,172.40980881348204,165.2878245486172,147.45019848804736,154.20069276414762,181.38193167071452,162.5839736960327,174.50896374406196,182.35920327696485,152.8876347148215,190.12422794491556,165.9726714491166,139.69057587984068,148.10431530796097,146.79700960948242,145.37842779326527,148.8899398010366,162.81065457909335,157.02713337784573,129.03882618588617,126.73987721792022,129.7782286964172,132.76028829164676,173.52353613245913,158.40155611970343,177.08887930397356,159.30571353194125,131.03871801824428,149.99937758160743,153.87764818506247,154.05519756967036,132.71200154872977,157.06608238067264,158.43074513051633,189.4560769513105,137.5262252945765,168.49222387386115,141.69246379811165,155.02647458388435,150.26699525866144,148.05496489091064,134.23215749361728,147.3546037854773,164.0365001922178,123.03215397499734,151.61299942800753,151.43651356659552,149.65175428828752,130.6641598124082,178.58663062463233,171.43025018129805,131.8474079781835,162.96562374242706,196.13024632434417,163.4273874725083,129.32402075174494,128.58140409285463,131.87887363605117,141.62906634751678,140.83853982436383,150.4059309336744,155.6768018584665,175.5022636390309,160.51216568336537,139.03695210619006,167.8751542678969,128.17662169879503,194.5614301218617,148.8001993703159,167.26933267292114,144.62252833983484,152.35030049910222,142.94652200533832,171.34060797409455,125.64204062829181,139.72375673875342,151.44716761008982,124.44090519947873,123.13998557151925,129.53268762697496,123.61458487237336,142.30666647008803,166.49891691914803,138.21433516690223,138.53849792800034,156.42287986355117,136.0219138630846,157.4300917503876,139.94327431249707,127.9252329335623,152.29348973508758,152.17683255611948,160.99002801461722,170.31317377302395,153.18681388295667,161.94552041958417,141.39067665526932,121.19025458742246,128.87412583487105,120.14863583534348,188.69243839248406,152.46011451644398,161.0031154566224,160.31363938871687,130.51110790531584,145.921923656506,153.62611282088787,167.80014126871498
LKCP001_U2OS_24H:F09,155.24544951132336,129.5351951188273,0.0,116.16243622069524,122.91590885350747,183.21320784130745,107.16256498109217,110.19314193907014,126.29984305751589,112.11761767704688,126.93782319979105,116.5687660648594,141.35480784070955,101.63527474484705,112.2493467095707,99.20117975119221,110.35917590577657,126.35793047753951,118.93343185751726,105.05650474299259,121.47020435872149,100.61560261196139,122.57067085889157,142.39644417773476,130.8316579367361,154.73206853181392,91.83197747155054,117.30828317751231,112.54169079754287,103.79121678765517,126.58601521830354,89.27269376538288,132.2623005280608,121.62134268625941,121.81578746566137,173.66239795511183,167.42980134004068,123.63509218903604,153.52330488181326,128.55602882442153,126.92583632494654,122.7895185384055,126.87573892672039,110.03920164778252,135.4745202122405,142.13371815362188,148.16485181633834,142.10110378796531,143.39685270582686,127.77973594453968,158.78635227226923,165.09064971060354,197.1239386375512,161.79289896500725,147.79189807870523,143.7676040635605,133.3978515339842,188.0614241409097,141.70193520022332,165.0030457601988,176.2526848883379,140.09403324768778,111.97749929463137,119.19436280075355,128.7591724781254,121.3498500759408,122.5429511364063,161.18640689912004,191.73229914052897,164.61653058089678,166.97914412169635,128.20202343352034,128.34337536462309,109.77376416638161,144.38759087254658,123.59620335746456,139.9230169627684,132.26659746662088,161.99543685725553,177.41619045896346,128.09852779987503,162.94014977138642,124.25636109917549,143.82381033762437,190.01403424223074,132.4377681924873,113.83188230648682,118.49332790093291,118.58704586120088,117.63715979882737,145.26312768449125,153.02034077743812,125.88774609242289,114.40897570675477,138.18376116951737,120.39796381865078,134.7827020721501,168.61695368535177,138.3807388749633,151.71727497237515,141.43888295167,152.84696857345466,144.16483495427963,137.4859667068689,160.76588681408262,124.97220346719536,129.54866620841057,179.4506030064199,160.8245787821522,136.59772232618,142.53737917833305,123.11738779158136,121.43447938815244,157.2784919427293,144.97368320322232,144.35778517116634,142.97566448286736,138.03962108215887,135.3621457711322,139.2665133197384,130.41179618486365,112.77606243864979,125.37208266576594,135.75848603976107,151.4746375456181,133.35191108786748,146.98098120766429,120.31592719106706,161.6950343992375,176.08887818383232,111.34565392028595,137.4430063232924,119.84322282936603,152.79163072143336,138.86432480229686,126.93068039690529,157.50134213058774,163.0328553842897,121.35794642092291,128.19324991715487,140.39539558016313,125.59681974465447,139.11965215808905,121.31371715745635,127.04728917646138,139.93406300221724,115.29539290468622,120.05568021645574,148.32482101033003,118.05460965844028,119.77053948787236,138.90661948939757,129.95706566365033,133.2308913573109,168.5476588845063,166.10007972049058,169.55825379829386,141.99318089985678,154.4999243966081,133.00944826987387,151.3424394740916,127.34828724188218,133.19025740332748,158.55352493253986,146.42991852010113,118.49756360525173,142.6329177329291,124.7311491858643,124.24183362137045,103.06224065554485,113.61818757062508,128.11229473102495,108.91007658234679,133.23559200029968,129.22197801325186,144.38852798473192,125.53445736219012,112.25944120611994,115.93707100715508,114.29637788018556,125.57261331421654,121.19347174394139,155.57210949287372,146.14716840262963,185.72540831791648,131.43461862017077,172.17587062705454,140.7825779658227,126.01140528071198,117.05418596406143,115.42644995512799,98.58815532534531,114.77924143627189,119.83908538119321,97.3663815045085,117.64670525713942,113.00370653196478,106.21408896963808,109.94591581928206,174.36009514799474,121.5508622583331,103.12451451609732,143.63188578691518,205.92457953310617,134.2721232424643,97.23277406683009,97.62733168695796,91.37944801771704,97.3505479907184,101.09004850034412,155.68777442602865,174.73548886438888,135.51609966805597,140.30333593154492,144.1232627558554,183.1028129908825,137.09676241368422,145.60159755159657,130.01755844542143,143.1394948650887,135.83021162513796,133.66467228616494,137.11956296141685,147.2357824087531,102.61422451513593,108.88785465369864,103.56768768303573,95.10140184704721,94.79094130012693,102.96934773505815,111.88114881345956,106.44210155379774,126.12405439007554,144.10859112441517,100.88792745697836,108.3500773661673,100.64683263419808,120.74922224044495,102.11677677062087,108.06552203322977,117.43340623749229,108.58454707258835,153.6616802109311,151.3486674799442,149.43642707072004,150.77749947473563,136.27968394877095,111.3679649213129,96.99976844258083,99.93164979294777,188.3194401204713,129.1009905020842,115.3746261196566,129.27586299618912,118.23006897415723,122.5486701180406,123.66040407846471,145.1299233469691
LKCP001_U2OS_24H:J22,156.66487186059643,128.18345930676375,116.16243622069524,0.0,101.78456087841104,160.96810069052654,112.13531124341114,108.89140330174082,127.2357607537098,111.64350917185625,140.33615110522175,130.38062403686396,149.29351761062847,107.32949818841419,114.58573140679883,106.15469182914943,121.6752142726312,127.52408090950081,131.98670681761354,113.65068975483071,138.02828785779232,123.33827883203735,141.5825532477063,144.05911464397263,127.8690581259323,152.44666933216178,116.61241858885666,115.06490395876324,114.06141120654088,111.64348140861401,132.14131722407419,110.06420707828539,142.56461227362462,130.61502422428205,139.2638148256432,169.07664941484583,168.12567633867232,134.15699118748904,157.44252352022153,141.55380251729295,140.31052822674718,132.28654022116785,139.49525708114788,122.84999486294524,144.98858759809838,148.84981302441352,141.44427941247366,159.99066419658934,158.7861902864014,143.44156116428718,169.34638931584058,171.60227216292824,200.189528970483,176.31433397782322,152.1073688261145,149.0745300728969,126.92475597329198,192.9365547428891,141.5283692419641,169.28953513361844,179.37524758240772,138.04003713328177,125.5175839401336,123.98976957021863,125.87896081798297,130.83636112384823,124.61230804964515,158.16170590335489,194.6153735920832,171.27606042836263,176.9831357457504,136.5480903784594,141.15535167192235,121.29808528929262,156.6089671530934,126.78002438668386,141.1856151222213,135.74764279082308,170.14013986395952,176.40414056601534,131.58622655302864,162.9552347792339,136.64066476623702,158.64770898141978,192.33421162882925,140.16029446977933,126.6337431011437,129.50884661165313,125.57996865359782,126.03054185642853,158.40058786555343,167.96001462103234,143.61625170345442,117.98358540167985,149.3156237892907,132.1197778771694,144.4195021816043,161.38687774548416,147.12071965557016,159.4912077335625,145.73777070402994,154.83863073020282,142.78598457529137,146.5323178543022,167.00959647860455,121.89703644414507,141.6349569407388,189.8121901104948,167.16192573337014,137.03385841132308,156.37035406022565,126.47912381790377,131.8420895923931,168.44864483757837,152.7108399429078,143.68819451371567,143.55877351651642,145.77301669483856,141.08379985382226,142.9071396875189,130.7137087596134,120.55647490129556,134.63160198067098,145.9391807939857,144.74251072700574,138.69083429670545,156.0531971953531,127.01446040161024,157.5031163174041,175.11768834074948,117.6418342263908,144.25507973013515,131.6313249967458,154.33442426340136,149.53994139320415,128.12345969024653,157.1427978127288,169.91459759574485,132.66583893717066,138.86870457313518,140.55725368191858,130.4362454599802,141.84085144949358,135.69110472494785,138.6247156410237,147.5000200212277,128.9792774966116,126.76189331452403,150.13713752308925,126.83100004033517,131.18259135819304,150.85090398266988,144.19551445974537,140.75741532700937,167.07525450913312,171.8772622866176,162.93293277966185,149.89346464472317,153.628453736396,139.77325467797684,162.723285580714,135.62308278609052,146.07598796360097,167.39439546390574,147.53874125737752,131.94634800116597,141.94621920300685,133.5708298330774,135.01189996747524,110.62443759018066,117.60269248725919,133.80209897860806,115.34958862474501,143.83288152562477,131.97843487023442,147.32413018152425,131.56595667580993,119.39613077598284,117.0894033775465,117.93801271555176,117.80173224478143,118.34528713638748,161.46448918480826,152.037803435831,187.74693235502528,129.05048464208875,174.6499056972208,144.40037862720786,140.64183416792181,123.5099793290794,130.4444995637103,115.09492537889116,127.0987208008363,127.13825668632117,107.2213655514184,122.28125147267711,124.72480553115193,128.20195394277127,116.75137817785443,182.52298280240313,138.64906838461062,113.52612268303089,155.64060631241566,209.62024943043463,146.0089054796135,112.60435561126278,112.6339945359693,102.56259078785217,109.21878311056624,116.39295236605545,157.07003201170144,175.8513226455381,145.10560533036823,143.20375794756876,146.08592271778653,179.60918591588364,135.9858796679679,159.8890422514933,133.27877638007675,144.7187331053169,138.2696110051076,139.16536641143716,143.9985709435989,156.5325451301475,116.83519614701196,117.991121833747,113.26686379127523,100.88167739994626,101.00640872001051,105.74721980184295,110.03479746148827,108.94212970687676,138.7601082002976,142.81188393566754,109.94300190275132,118.61207328563631,112.47720631479166,129.51793771082353,106.10835425016653,112.58138044671244,122.42238066632045,117.27103024052433,148.38088673682927,140.82537726810313,151.4787077321466,157.8191984174182,138.61910573007896,118.20669332993215,112.12448769619478,110.99040587501945,191.60423507159538,137.81221248166446,128.62638346264418,137.7206092379022,123.86118237242276,133.18892310355304,144.99290301979735,147.72218443759198
