sig_id,pert_id,cell_id,tas,ss_ngene,distil_cc_q75,dose,pert_dose_unit,pert_time,pert_time_unit,is_exemplar_sig,is_null_sig,is_ncs_sig,qc_pass,log_dose,dose_bin,core_score
ASG003_U2OS_24H:G19,BRD-K56429665,U2OS,0.107839,82,0.1387,10.0001,uM,24.0,h,False,False,True,True,1.0000043429231045,high,2.798381597646652
ASG003_U2OS_24H:G20,BRD-K56429665,U2OS,0.0863933,77,0.0948,1.00001,uM,24.0,h,False,False,True,True,4.342923104481638e-06,high,1.8163983442343086
ASG003_U2OS_24H:G21,BRD-K56429665,U2OS,0.117513,82,0.1647,0.100001,uM,24.0,h,False,False,True,True,-0.9999956570768955,low,2.4293844548209806
ASG003_U2OS_24H:G22,BRD-K27316855,U2OS,0.137164,125,0.1472,10.0,uM,24.0,h,False,False,True,True,1.0,high,2.260009216580876
ASG003_U2OS_24H:G23,BRD-K27316855,U2OS,0.0971053,87,0.106,1.0,uM,24.0,h,False,False,True,True,0.0,low,1.9179052693300123
REP.A009_A549_24H:D03,BRD-K28456624,A549,0.0952636,61,0.1455,1.11111,uM,24.0,h,False,False,True,True,0.04575705626597609,high,1.4842504446994358
REP.A009_A549_24H:D04,BRD-K28456624,A549,0.0884264,88,0.0869,0.37037,uM,24.0,h,False,False,True,True,-0.4313641984536864,low,1.056994242382217
ASG003_A549_24H:G22,BRD-K27316855,A549,0.220147,128,0.3703,10.0,uM,24.0,h,True,False,True,True,1.0,high,2.6799506153130297
ASG003_A549_24H:G23,BRD-K27316855,A549,0.155816,86,0.2761,1.0,uM,24.0,h,False,False,True,True,0.0,low,1.5598456040751025
ASG003_A549_24H:G24,BRD-K27316855,A549,0.153833,103,0.2247,0.1,uM,24.0,h,False,False,True,True,-1.0,low,1.0378144173183559
ASG003_MCF7_24H:G19,BRD-K56429665,MCF7,0.227993,122,0.4167,10.0001,uM,24.0,h,True,False,True,True,1.0000043429231045,high,2.7948766839738943
ASG003_MCF7_24H:G20,BRD-K56429665,MCF7,0.156176,68,0.3508,1.00001,uM,24.0,h,False,False,True,True,4.342923104481638e-06,high,2.7107816797005313
ASG003_MCF7_24H:G21,BRD-K56429665,MCF7,0.156127,69,0.3455,0.100001,uM,24.0,h,False,False,True,True,-0.9999956570768955,low,2.7306971461374037
ASG003_MCF7_24H:G22,BRD-K27316855,MCF7,0.207028,115,0.3645,10.0,uM,24.0,h,False,False,True,True,1.0,high,2.7523254842201097
ASG003_MCF7_24H:G23,BRD-K27316855,MCF7,0.164231,87,0.3032,1.0,uM,24.0,h,False,False,True,True,0.0,low,2.1871883276460165
ASG002_PC3_24H:A23,BRD-K56429665,PC3,0.283825,253,0.3114,1.0,uM,24.0,h,False,False,True,True,0.0,low,2.273165005376053
ASG002_PC3_24H:A24,BRD-K56429665,PC3,0.326479,261,0.3994,0.1,uM,24.0,h,False,False,True,True,-1.0,low,2.203930519408817
ASG002_PC3_24H:O07,BRD-K27316855,PC3,0.353466,248,0.4927,10.0,uM,24.0,h,True,False,True,True,1.0,high,2.6502488215099396
ASG002_PC3_24H:O08,BRD-K27316855,PC3,0.317973,229,0.4318,1.0,uM,24.0,h,False,False,True,True,0.0,low,3.1428499998074106
ASG002_PC3_24H:O09,BRD-K27316855,PC3,0.273056,184,0.3963,0.1,uM,24.0,h,False,False,True,True,-1.0,low,2.068061654031052
ASG003_A549_24H:G19,BRD-K56429665,A549,0.240857,134,0.4234,10.0001,uM,24.0,h,False,False,True,True,1.0000043429231045,high,2.8686435527561485
ASG003_A549_24H:G20,BRD-K56429665,A549,0.120089,82,0.172,1.00001,uM,24.0,h,False,False,True,True,4.342923104481638e-06,high,1.5793570504867014
ASG003_A549_24H:G21,BRD-K56429665,A549,0.100779,43,0.231,0.100001,uM,24.0,h,False,False,True,True,-0.9999956570768955,low,1.2680995297366224
ASG002_A549_24H:O09,BRD-K27316855,A549,0.114514,342,0.0375,0.1,uM,24.0,h,False,False,True,True,-1.0,low,1.7574779962984048
ASG002_MCF7_24H:A22,BRD-K56429665,MCF7,0.197153,166,0.229,10.0,uM,24.0,h,False,False,True,True,1.0,high,2.5977974262358274
ASG002_MCF7_24H:A23,BRD-K56429665,MCF7,0.126376,89,0.1755,1.0,uM,24.0,h,False,False,True,True,0.0,low,2.5142526105529486
ASG002_MCF7_24H:A24,BRD-K56429665,MCF7,0.167235,122,0.2242,0.1,uM,24.0,h,False,False,True,True,-1.0,low,2.4438264612999694
ASG002_MCF7_24H:O07,BRD-K27316855,MCF7,0.214392,139,0.3234,10.0,uM,24.0,h,True,False,True,True,1.0,high,3.3167437552511885
ASG002_MCF7_24H:O08,BRD-K27316855,MCF7,0.153519,84,0.2744,1.0,uM,24.0,h,False,False,True,True,0.0,low,2.833229590203839
ASG002_MCF7_24H:O09,BRD-K27316855,MCF7,0.186914,101,0.3383,0.1,uM,24.0,h,False,False,True,True,-1.0,low,0.8888571169718229
ASG002_PC3_24H:A22,BRD-K56429665,PC3,0.349588,247,0.4839,10.0,uM,24.0,h,False,False,True,True,1.0,high,2.4219063696546024
