sig_id,pert_id,cell_id,tas,ss_ngene,distil_cc_q75,dose,pert_dose_unit,pert_time,pert_time_unit,is_exemplar_sig,is_null_sig,is_ncs_sig,qc_pass,log_dose,dose_bin,core_score
LKCP001_A549_24H:J24,BRD-K73237276,A549,0.143408,139,0.1447,0.1,uM,24.0,h,False,False,True,True,-1.0,low,0.5031560652691754
LKCP001_A549_24H:N10,BRD-K28456624,A549,0.148349,131,0.1643,10.0,uM,24.0,h,False,False,True,True,1.0,high,1.788023116167432
LKCP001_A549_24H:N11,BRD-K28456624,A549,0.088012,71,0.1067,1.0,uM,24.0,h,False,False,True,True,0.0,low,1.3562259474672742
LKCP001_A549_24H:N12,BRD-K28456624,A549,0.357846,312,0.4014,0.1,uM,24.0,h,False,False,True,True,-1.0,low,0.18320735634175284
LKCP001_MCF7_24H:E19,BRD-K28731095,MCF7,0.23843,162,0.3432,5.0,uM,24.0,h,False,False,True,True,0.6989700043360189,high,2.6855157085542904
REP.A014_MCF7_24H:H24,BRD-K60585088,MCF7,0.145052,113,0.1821,0.0411523,uM,24.0,h,False,False,True,True,-1.3856058870763952,low,1.6977180600028485
REP.A014_PC3_24H:H19,BRD-K60585088,PC3,0.546159,436,0.6691,10.0,uM,24.0,h,False,False,True,True,1.0,high,5.20554474413868
REP.A014_PC3_24H:H20,BRD-K60585088,PC3,0.392563,295,0.5109,3.33333,uM,24.0,h,False,False,True,True,0.5228783109856385,high,4.01590367045873
REP.A014_PC3_24H:H22,BRD-K60585088,PC3,0.306848,215,0.4283,0.37037,uM,24.0,h,False,False,True,True,-0.4313641984536864,low,4.953329408625134
REP.A014_PC3_24H:H23,BRD-K60585088,PC3,0.350481,271,0.4433,0.123457,uM,24.0,h,True,False,True,True,-0.908484280578658,low,3.179175712960294
REP.A014_PC3_24H:H24,BRD-K60585088,PC3,0.248756,192,0.3152,0.0411523,uM,24.0,h,False,False,True,True,-1.3856058870763952,low,3.4254784965362193
REP.A021_A549_24H:D01,BRD-K81332461,A549,0.258745,174,0.3763,10.0,uM,24.0,h,False,False,True,True,1.0,high,0.8985268482595189
REP.A021_A549_24H:D02,BRD-K81332461,A549,0.105451,112,0.0971,3.33333,uM,24.0,h,False,False,True,True,0.5228783109856385,high,1.3734145861011595
REP.A014_HA1E_24H:H21,BRD-K60585088,HA1E,0.1727,126,0.2315,1.11111,uM,24.0,h,False,False,True,True,0.04575705626597609,high,2.0060053636061856
REP.A014_HA1E_24H:H22,BRD-K60585088,HA1E,0.116549,87,0.1527,0.37037,uM,24.0,h,False,False,True,True,-0.4313641984536864,low,1.8362190443006554
REP.A014_HA1E_24H:H24,BRD-K60585088,HA1E,0.101012,85,0.1174,0.0411523,uM,24.0,h,False,False,True,True,-1.3856058870763952,low,1.388551510073425
REP.A014_MCF7_24H:H19,BRD-K60585088,MCF7,0.287567,206,0.3926,10.0,uM,24.0,h,True,False,True,True,1.0,high,3.693429456506309
REP.A014_MCF7_24H:H20,BRD-K60585088,MCF7,0.153295,133,0.1728,3.33333,uM,24.0,h,False,False,True,True,0.5228783109856385,high,2.8669486269736515
REP.A014_MCF7_24H:H21,BRD-K60585088,MCF7,0.209129,168,0.2546,1.11111,uM,24.0,h,False,False,True,True,0.04575705626597609,high,2.764357052681153
REP.A014_MCF7_24H:H22,BRD-K60585088,MCF7,0.192665,171,0.2123,0.37037,uM,24.0,h,False,False,True,True,-0.4313641984536864,low,2.9153966758725223
REP.A014_MCF7_24H:H23,BRD-K60585088,MCF7,0.148293,107,0.201,0.123457,uM,24.0,h,False,False,True,True,-0.908484280578658,low,2.6724128920478036
REP.A009_PC3_24H:D01,BRD-K28456624,PC3,0.387576,251,0.5853,10.0,uM,24.0,h,False,False,True,False,1.0,high,4.1144920193847625
REP.A009_PC3_24H:D02,BRD-K28456624,PC3,0.323963,288,0.3564,3.33333,uM,24.0,h,False,False,True,False,0.5228783109856385,high,3.736601036927494
REP.A009_PC3_24H:D03,BRD-K28456624,PC3,0.447915,432,0.4542,1.11111,uM,24.0,h,False,False,True,False,0.04575705626597609,low,2.8954054564233287
REP.A009_PC3_24H:D04,BRD-K28456624,PC3,0.325631,178,0.5826,0.37037,uM,24.0,h,True,False,True,False,-0.4313641984536864,low,3.2669767902961704
REP.A009_PC3_24H:D05,BRD-K28456624,PC3,0.376078,231,0.5988,0.123457,uM,24.0,h,False,False,True,False,-0.908484280578658,low,3.722390147968618
REP.A009_PC3_24H:D06,BRD-K28456624,PC3,0.387077,254,0.5769,0.0411523,uM,24.0,h,False,False,True,False,-1.3856058870763952,low,3.7292159990007003
REP.A014_HA1E_24H:H19,BRD-K60585088,HA1E,0.196549,166,0.2276,10.0,uM,24.0,h,False,False,True,True,1.0,high,2.5008232312366294
REP.A014_HA1E_24H:H20,BRD-K60585088,HA1E,0.537547,450,0.628,3.33333,uM,24.0,h,True,False,True,True,0.5228783109856385,high,0.9902705207270219
REP.A009_A549_24H:D05,BRD-K28456624,A549,0.106181,77,0.1432,0.123457,uM,24.0,h,False,False,True,True,-0.908484280578658,low,0.9002628547207772
REP.A009_A549_24H:D06,BRD-K28456624,A549,0.103423,110,0.0951,0.0411523,uM,24.0,h,False,False,True,True,-1.3856058870763952,low,0.9978527256028502
REP.A009_HA1E_24H:D01,BRD-K28456624,HA1E,0.476848,392,0.5673,10.0,uM,24.0,h,False,False,True,False,1.0,high,1.452399367621262
REP.A009_HA1E_24H:D02,BRD-K28456624,HA1E,0.0919923,76,0.1089,3.33333,uM,24.0,h,False,False,True,False,0.5228783109856385,high,2.0243248434303727
REP.A009_HA1E_24H:D03,BRD-K28456624,HA1E,0.114083,62,0.2053,1.11111,uM,24.0,h,False,False,True,False,0.04575705626597609,high,1.8626699982150752
REP.A009_HA1E_24H:D04,BRD-K28456624,HA1E,0.159613,74,0.3367,0.37037,uM,24.0,h,False,False,True,False,-0.4313641984536864,low,2.038836780026348
REP.A009_HA1E_24H:D05,BRD-K28456624,HA1E,0.129024,67,0.243,0.123457,uM,24.0,h,False,False,True,False,-0.908484280578658,low,1.2247750399114978
REP.A009_HA1E_24H:D06,BRD-K28456624,HA1E,0.107181,75,0.1498,0.0411523,uM,24.0,h,False,False,True,False,-1.3856058870763952,low,1.79709390496052
REP.A021_MCF7_24H:D04,BRD-K81332461,MCF7,0.173619,114,0.2586,0.37037,uM,24.0,h,False,False,True,True,-0.4313641984536864,low,2.804833855609647
REP.A021_MCF7_24H:D05,BRD-K81332461,MCF7,0.1347,169,0.105,0.123457,uM,24.0,h,False,False,True,True,-0.908484280578658,low,2.8321299211469495
REP.A021_MCF7_24H:D06,BRD-K81332461,MCF7,0.109459,281,0.0417,0.0411523,uM,24.0,h,False,False,True,True,-1.3856058870763952,low,2.4909887121844196
REP.A021_MCF7_24H:J19,BRD-K84163249,MCF7,0.241212,202,0.2817,10.0,uM,24.0,h,False,False,True,True,1.0,high,2.761926428474427
REP.A021_MCF7_24H:J20,BRD-K84163249,MCF7,0.248544,215,0.281,3.33333,uM,24.0,h,False,False,True,True,0.5228783109856385,high,3.036988331729628
REP.A021_MCF7_24H:J21,BRD-K84163249,MCF7,0.139461,104,0.1829,1.11111,uM,24.0,h,False,False,True,True,0.04575705626597609,high,2.444429593462327
REP.A021_MCF7_24H:J22,BRD-K84163249,MCF7,0.135091,92,0.194,0.37037,uM,24.0,h,False,False,True,True,-0.4313641984536864,low,2.2484607264000136
REP.A021_MCF7_24H:J23,BRD-K84163249,MCF7,0.0855244,57,0.1255,0.123457,uM,24.0,h,False,False,True,True,-0.908484280578658,low,0.841576752867137
REP.A021_HA1E_24H:J19,BRD-K84163249,HA1E,0.19788,150,0.2553,10.0,uM,24.0,h,False,False,True,True,1.0,high,2.174758041183864
REP.A021_HA1E_24H:J20,BRD-K84163249,HA1E,0.112587,110,0.1127,3.33333,uM,24.0,h,False,False,True,True,0.5228783109856385,high,2.592543976426878
REP.A021_HA1E_24H:J22,BRD-K84163249,HA1E,0.146616,111,0.1894,0.37037,uM,24.0,h,False,False,True,True,-0.4313641984536864,low,1.4144349135233023
REP.A021_HA1E_24H:J23,BRD-K84163249,HA1E,0.103687,104,0.1011,0.123457,uM,24.0,h,False,False,True,True,-0.908484280578658,low,1.3299714986712274
REP.A021_HA1E_24H:J24,BRD-K84163249,HA1E,0.279156,234,0.3257,0.0411523,uM,24.0,h,False,False,True,True,-1.3856058870763952,low,0.4691552628833833
REP.A021_MCF7_24H:D01,BRD-K81332461,MCF7,0.339955,247,0.4576,10.0,uM,24.0,h,False,False,True,True,1.0,high,2.2219026871320775
REP.A021_MCF7_24H:D02,BRD-K81332461,MCF7,0.250005,175,0.3493,3.33333,uM,24.0,h,False,False,True,True,0.5228783109856385,high,2.623182807694872
REP.A021_MCF7_24H:D03,BRD-K81332461,MCF7,0.244178,171,0.341,1.11111,uM,24.0,h,False,False,True,True,0.04575705626597609,high,2.643365237395931
REP.A021_A549_24H:J23,BRD-K84163249,A549,0.102785,101,0.1023,0.123457,uM,24.0,h,False,False,True,True,-0.908484280578658,low,1.2933004268670372
REP.A021_A549_24H:J24,BRD-K84163249,A549,0.226285,221,0.2266,0.0411523,uM,24.0,h,False,False,True,True,-1.3856058870763952,low,0.8241252350698931
REP.A021_HA1E_24H:D01,BRD-K81332461,HA1E,0.398818,344,0.4522,10.0,uM,24.0,h,False,False,True,True,1.0,high,1.183864868030151
REP.A021_HA1E_24H:D02,BRD-K81332461,HA1E,0.145639,117,0.1773,3.33333,uM,24.0,h,False,False,True,True,0.5228783109856385,high,1.3121113316018587
REP.A021_HA1E_24H:D03,BRD-K81332461,HA1E,0.149286,97,0.2247,1.11111,uM,24.0,h,False,False,True,True,0.04575705626597609,high,2.241862572750168
REP.A021_HA1E_24H:D04,BRD-K81332461,HA1E,0.171589,112,0.2571,0.37037,uM,24.0,h,False,False,True,True,-0.4313641984536864,low,2.141355067932281
REP.A021_HA1E_24H:D05,BRD-K81332461,HA1E,0.179318,105,0.2995,0.123457,uM,24.0,h,False,False,True,True,-0.908484280578658,low,2.1696933101940052
REP.A021_HA1E_24H:D06,BRD-K81332461,HA1E,0.0875274,81,0.0925,0.0411523,uM,24.0,h,False,False,True,True,-1.3856058870763952,low,1.938915638951964
REP.A021_A549_24H:D03,BRD-K81332461,A549,0.185868,299,0.113,1.11111,uM,24.0,h,False,False,True,True,0.04575705626597609,high,1.311135938719831
REP.A021_A549_24H:D04,BRD-K81332461,A549,0.107966,159,0.0717,0.37037,uM,24.0,h,False,False,True,False,-0.4313641984536864,low,1.5877488825580466
REP.A021_A549_24H:D05,BRD-K81332461,A549,0.0523917,91,0.0295,0.123457,uM,24.0,h,False,False,True,True,-0.908484280578658,low,1.1801647380640383
REP.A021_A549_24H:D06,BRD-K81332461,A549,0.0195318,91,0.0041,0.0411523,uM,24.0,h,False,False,False,True,-1.3856058870763952,low,1.234440954207686
REP.A021_A549_24H:J19,BRD-K84163249,A549,0.112077,117,0.105,10.0,uM,24.0,h,False,False,True,True,1.0,high,2.4676965834783795
REP.A021_A549_24H:J20,BRD-K84163249,A549,0.165717,130,0.2066,3.33333,uM,24.0,h,False,False,True,True,0.5228783109856385,high,1.7680786777314963
REP.A021_A549_24H:J21,BRD-K84163249,A549,0.165096,122,0.2185,1.11111,uM,24.0,h,False,False,True,True,0.04575705626597609,high,0.9987293754405628
REP.A021_A549_24H:J22,BRD-K84163249,A549,0.176122,186,0.1631,0.37037,uM,24.0,h,False,False,True,True,-0.4313641984536864,low,0.9868034765335428
REP.A001_HA1E_24H:I16,BRD-K28731095,HA1E,0.178339,147,0.2116,0.37037,uM,24.0,h,False,False,True,True,-0.4313641984536864,low,1.697011474902036
REP.A001_HA1E_24H:I17,BRD-K28731095,HA1E,0.167994,153,0.1804,0.123457,uM,24.0,h,False,False,True,True,-0.908484280578658,low,1.7978509005465941
REP.A001_HA1E_24H:I18,BRD-K28731095,HA1E,0.111549,105,0.1159,0.0411523,uM,24.0,h,False,False,True,True,-1.3856058870763952,low,1.151265517821574
REP.A001_MCF7_24H:I14,BRD-K28731095,MCF7,0.263023,196,0.3452,3.33333,uM,24.0,h,False,False,True,False,0.5228783109856385,high,2.7918929598075084
REP.A001_MCF7_24H:I15,BRD-K28731095,MCF7,0.201899,168,0.2373,1.11111,uM,24.0,h,False,False,True,False,0.04575705626597609,high,1.9978604318545223
REP.A001_MCF7_24H:I16,BRD-K28731095,MCF7,0.198027,141,0.272,0.37037,uM,24.0,h,False,False,True,False,-0.4313641984536864,low,1.4345729072402846
REP.A001_MCF7_24H:I17,BRD-K28731095,MCF7,0.235149,221,0.2447,0.123457,uM,24.0,h,False,False,True,False,-0.908484280578658,low,1.3879658876726262
REP.A001_MCF7_24H:I18,BRD-K28731095,MCF7,0.0713584,75,0.0664,0.0411523,uM,24.0,h,False,False,True,False,-1.3856058870763952,low,0.6619553865933692
MUC.CP008_MCF7_24H:H19,BRD-K81332461,MCF7,0.188742,134,0.26,5.0,uM,24.0,h,False,False,True,True,0.6989700043360189,high,2.647699052374369
MUC.CP008_MCF7_24H:H20,BRD-K81332461,MCF7,0.317196,246,0.4,1.66667,uM,24.0,h,False,False,True,True,0.22184961820445162,high,1.6987068786907413
MUC.CP008_MCF7_24H:H21,BRD-K81332461,MCF7,0.21307,148,0.3,0.555556,uM,24.0,h,False,False,True,True,-0.2552721576678595,low,1.8512121678657358
MUC.CP008_MCF7_24H:H22,BRD-K81332461,MCF7,0.20649,139,0.3,0.185185,uM,24.0,h,False,False,True,True,-0.7323941941176676,low,2.416609904264373
MUC.CP008_MCF7_24H:H23,BRD-K81332461,MCF7,0.240993,142,0.4,0.0617284,uM,24.0,h,False,False,True,True,-1.2095149797990739,low,1.8968260381014121
REP.A001_HA1E_24H:I13,BRD-K28731095,HA1E,0.211286,145,0.3011,10.0,uM,24.0,h,False,False,True,True,1.0,high,3.450062750149736
REP.A001_HA1E_24H:I14,BRD-K28731095,HA1E,0.189042,116,0.3013,3.33333,uM,24.0,h,False,False,True,True,0.5228783109856385,high,2.148311451857438
REP.A001_HA1E_24H:I15,BRD-K28731095,HA1E,0.258382,188,0.3473,1.11111,uM,24.0,h,False,False,True,True,0.04575705626597609,high,2.410871102480918
REP.A021_PC3_24H:J20,BRD-K84163249,PC3,0.35266,241,0.5047,3.33333,uM,24.0,h,False,False,True,True,0.5228783109856385,high,4.407423391935415
REP.A021_PC3_24H:J21,BRD-K84163249,PC3,0.337025,239,0.4648,1.11111,uM,24.0,h,False,False,True,True,0.04575705626597609,low,3.62625702223763
REP.A021_PC3_24H:J22,BRD-K84163249,PC3,0.324371,246,0.4183,0.37037,uM,24.0,h,False,False,True,True,-0.4313641984536864,low,3.6527553275107185
REP.A021_PC3_24H:J23,BRD-K84163249,PC3,0.258835,178,0.3681,0.123457,uM,24.0,h,False,False,True,True,-0.908484280578658,low,3.577337067663199
REP.A021_PC3_24H:J24,BRD-K84163249,PC3,0.214572,151,0.2982,0.0411523,uM,24.0,h,False,False,True,True,-1.3856058870763952,low,2.4595434683934876
REP.A022_A549_24H:L01,BRD-K73237276,A549,0.166378,175,0.1547,10.0,uM,24.0,h,False,False,True,True,1.0,high,2.0799607015849255
REP.A022_A549_24H:L02,BRD-K73237276,A549,0.174162,118,0.2514,3.33333,uM,24.0,h,False,False,True,True,0.5228783109856385,high,1.5195678028364876
REP.A022_A549_24H:L03,BRD-K73237276,A549,0.106598,81,0.1372,1.11111,uM,24.0,h,False,False,True,True,0.04575705626597609,high,2.0915457295005537
REP.A021_MCF7_24H:J24,BRD-K84163249,MCF7,0.10519,81,0.1336,0.0411523,uM,24.0,h,False,False,True,True,-1.3856058870763952,low,1.040652690786085
REP.A021_PC3_24H:D01,BRD-K81332461,PC3,0.331847,250,0.4308,10.0,uM,24.0,h,False,False,True,True,1.0,high,4.846050225949988
REP.A021_PC3_24H:D02,BRD-K81332461,PC3,0.351573,287,0.4212,3.33333,uM,24.0,h,False,False,True,True,0.5228783109856385,high,4.229910090777148
REP.A021_PC3_24H:D03,BRD-K81332461,PC3,0.308813,208,0.4484,1.11111,uM,24.0,h,True,False,True,True,0.04575705626597609,low,4.900505219587098
REP.A021_PC3_24H:D04,BRD-K81332461,PC3,0.329679,209,0.5086,0.37037,uM,24.0,h,False,False,True,True,-0.4313641984536864,low,3.4634475260567568
REP.A021_PC3_24H:D05,BRD-K81332461,PC3,0.242477,152,0.3783,0.123457,uM,24.0,h,False,False,True,True,-0.908484280578658,low,3.0785312485565575
REP.A021_PC3_24H:D06,BRD-K81332461,PC3,0.197113,164,0.2317,0.0411523,uM,24.0,h,False,False,True,True,-1.3856058870763952,low,2.5714850444213035
REP.A021_PC3_24H:J19,BRD-K84163249,PC3,0.469507,408,0.5284,10.0,uM,24.0,h,False,False,True,True,1.0,high,4.638129474814454
REP.B001_HA1E_24H:I13,BRD-K28731095,HA1E,0.137033,96,0.1913,2.30769,uM,24.0,h,False,False,True,True,0.3631774681181266,high,2.528369968873961
REP.B001_HA1E_24H:I14,BRD-K28731095,HA1E,0.132693,120,0.1435,0.769231,uM,24.0,h,False,False,True,True,-0.11394322201851174,low,2.4833629852634287
REP.B001_HA1E_24H:I15,BRD-K28731095,HA1E,0.0952555,90,0.0986,0.25641,uM,24.0,h,False,False,True,True,-0.5910650413211982,low,2.16442274367659
REP.B001_HA1E_24H:I16,BRD-K28731095,HA1E,0.120138,108,0.1307,0.0854701,uM,24.0,h,False,False,True,True,-1.068185787916106,low,1.9923234640049143
REP.B001_HA1E_24H:I17,BRD-K28731095,HA1E,0.118304,80,0.1711,0.02849,uM,24.0,h,False,False,True,True,-1.5453075507605232,low,1.8927168809597519
REP.B001_HA1E_24H:I18,BRD-K28731095,HA1E,0.00833844,68,0.0,0.00949668,uM,24.0,h,False,False,False,True,-2.0224281957305514,low,1.184760533000902
REP.B001_PC3_24H:I14,BRD-K28731095,PC3,0.31906,262,0.38,0.769231,uM,24.0,h,False,False,True,True,-0.11394322201851174,low,4.155777469294192
REP.B001_PC3_24H:I15,BRD-K28731095,PC3,0.303506,301,0.2993,0.25641,uM,24.0,h,False,False,True,True,-0.5910650413211982,low,3.921269845810885
REP.A022_MCF7_24H:L05,BRD-K73237276,MCF7,0.181638,105,0.3073,0.123457,uM,24.0,h,False,False,True,True,-0.908484280578658,low,2.3037833753673054
REP.A022_MCF7_24H:L06,BRD-K73237276,MCF7,0.153099,95,0.2413,0.0411523,uM,24.0,h,False,False,True,True,-1.3856058870763952,low,2.347843435623316
REP.A022_PC3_24H:L01,BRD-K73237276,PC3,0.38653,272,0.5372,10.0,uM,24.0,h,True,False,True,True,1.0,high,4.820729756823171
REP.A022_PC3_24H:L02,BRD-K73237276,PC3,0.320722,191,0.5267,3.33333,uM,24.0,h,False,False,True,True,0.5228783109856385,high,4.814988221070031
REP.A022_PC3_24H:L03,BRD-K73237276,PC3,0.319432,210,0.4752,1.11111,uM,24.0,h,False,False,True,True,0.04575705626597609,low,4.468156434489607
REP.A022_PC3_24H:L04,BRD-K73237276,PC3,0.301612,194,0.4586,0.37037,uM,24.0,h,False,False,True,True,-0.4313641984536864,low,4.11887810878919
REP.A022_PC3_24H:L05,BRD-K73237276,PC3,0.294609,182,0.4664,0.123457,uM,24.0,h,False,False,True,True,-0.908484280578658,low,3.3614312636415717
REP.A022_PC3_24H:L06,BRD-K73237276,PC3,0.252963,144,0.4346,0.0411523,uM,24.0,h,False,False,True,True,-1.3856058870763952,low,2.7305472293058335
REP.A022_A549_24H:L04,BRD-K73237276,A549,0.0663533,93,0.0463,0.37037,uM,24.0,h,False,False,True,True,-0.4313641984536864,low,2.4160578217027817
REP.A022_A549_24H:L05,BRD-K73237276,A549,0.136206,120,0.1512,0.123457,uM,24.0,h,False,False,True,True,-0.908484280578658,low,0.9480201842761322
REP.A022_A549_24H:L06,BRD-K73237276,A549,0.128001,93,0.1723,0.0411523,uM,24.0,h,False,False,True,False,-1.3856058870763952,low,0.39894286637674115
REP.A022_HA1E_24H:L06,BRD-K73237276,HA1E,0.136131,92,0.197,0.0411523,uM,24.0,h,False,False,True,True,-1.3856058870763952,low,1.7157050345514333
REP.A022_MCF7_24H:L01,BRD-K73237276,MCF7,0.327582,234,0.4485,10.0,uM,24.0,h,False,False,True,True,1.0,high,3.518946818585013
REP.A022_MCF7_24H:L02,BRD-K73237276,MCF7,0.207615,131,0.3218,3.33333,uM,24.0,h,False,False,True,True,0.5228783109856385,high,1.8945148462942274
REP.A022_MCF7_24H:L03,BRD-K73237276,MCF7,0.192504,109,0.3325,1.11111,uM,24.0,h,False,False,True,True,0.04575705626597609,high,2.59798674261252
REP.A022_MCF7_24H:L04,BRD-K73237276,MCF7,0.178142,121,0.2565,0.37037,uM,24.0,h,False,False,True,True,-0.4313641984536864,low,2.0881430817061153
REP.A001_PC3_24H:I13,BRD-K28731095,PC3,0.424304,303,0.5811,10.0,uM,24.0,h,False,False,True,True,1.0,high,4.418522747721868
REP.A001_PC3_24H:I14,BRD-K28731095,PC3,0.4075,288,0.5639,3.33333,uM,24.0,h,True,False,True,True,0.5228783109856385,high,3.9379616526408725
REP.A001_PC3_24H:I15,BRD-K28731095,PC3,0.344568,283,0.4103,1.11111,uM,24.0,h,False,False,True,True,0.04575705626597609,low,3.6677377128455118
REP.A001_PC3_24H:I16,BRD-K28731095,PC3,0.348696,257,0.4627,0.37037,uM,24.0,h,False,False,True,True,-0.4313641984536864,low,4.225518674981611
REP.A001_PC3_24H:I17,BRD-K28731095,PC3,0.285659,235,0.3396,0.123457,uM,24.0,h,False,False,True,True,-0.908484280578658,low,2.78394885455117
REP.A001_PC3_24H:I18,BRD-K28731095,PC3,0.242559,194,0.2966,0.0411523,uM,24.0,h,False,False,True,True,-1.3856058870763952,low,3.1396635092929293
REP.A009_A549_24H:D01,BRD-K28456624,A549,0.219239,185,0.2541,10.0,uM,24.0,h,False,False,True,True,1.0,high,1.743047601426365
REP.A009_A549_24H:D02,BRD-K28456624,A549,0.128233,85,0.1892,3.33333,uM,24.0,h,False,False,True,True,0.5228783109856385,high,1.8997865982130242
MUC.CP008_HA1E_24H:H23,BRD-K81332461,HA1E,0.114134,98,0.13,0.0617284,uM,24.0,h,False,False,True,True,-1.2095149797990739,low,1.153994373515839
MUC.CP008_HA1E_24H:H24,BRD-K81332461,HA1E,0.267916,234,0.3,0.0205761,uM,24.0,h,False,False,True,True,-1.6866369380763104,low,0.6475711117208734
MUC.CP008_MCF7_24H:F07,BRD-K28731095,MCF7,0.327537,244,0.43,10.0,uM,24.0,h,True,False,True,True,1.0,high,3.844096952186537
MUC.CP008_MCF7_24H:F09,BRD-K28731095,MCF7,0.177116,118,0.26,1.11111,uM,24.0,h,False,False,True,True,0.04575705626597609,high,2.606274716943223
MUC.CP008_MCF7_24H:F10,BRD-K28731095,MCF7,0.185464,116,0.29,0.37037,uM,24.0,h,False,False,True,True,-0.4313641984536864,low,1.9916561338179535
