sig_id,pert_id,cell_id,tas,ss_ngene,distil_cc_q75,pert_dose,pert_dose_unit,pert_time,pert_time_unit,is_exemplar_sig,is_null_sig,is_ncs_sig,qc_pass,dose_bin,core_score
ASG002_A549_24H:A22,BRD-K56429665,A549,0.218764,230,0.2035,10.0,uM,24.0,h,False,False,True,True,high,0.8235546067898775
ASG002_A549_24H:O07,BRD-K27316855,A549,0.074122,76,0.0707,10.0,uM,24.0,h,False,False,True,True,high,0.18031959575006104
LKCP001_U2OS_24H:F09,BRD-K84163249,U2OS,0.135983,102,0.1773,0.1,uM,24.0,h,False,False,True,True,low,-0.7783884734358253
LKCP001_U2OS_24H:J22,BRD-K73237276,U2OS,0.169511,142,0.1979,10.0,uM,24.0,h,False,False,True,True,high,-0.16892515976879277
LKCP001_U2OS_24H:J23,BRD-K73237276,U2OS,0.153094,157,0.146,1.0,uM,24.0,h,False,False,True,True,high,0.029616168555059788
LKCP001_U2OS_24H:J24,BRD-K73237276,U2OS,0.259983,372,0.1777,0.1,uM,24.0,h,False,False,True,True,low,0.4978603062325303
LKCP001_U2OS_24H:N10,BRD-K28456624,U2OS,0.224902,149,0.332,10.0,uM,24.0,h,True,False,True,True,high,0.01566577335203871
LKCP001_U2OS_24H:N11,BRD-K28456624,U2OS,0.136265,111,0.1636,1.0,uM,24.0,h,False,False,True,True,high,-0.08193410953055488
LKCP001_U2OS_24H:N12,BRD-K28456624,U2OS,0.321415,275,0.3674,0.1,uM,24.0,h,False,False,True,True,low,-0.5504292795834432
ASG003_U2OS_24H:G24,BRD-K27316855,U2OS,0.120153,111,0.1272,0.1,uM,24.0,h,False,False,True,True,low,-0.11635333571726897
LKCP001_MCF7_24H:N10,BRD-K28456624,MCF7,0.288826,222,0.3675,10.0,uM,24.0,h,False,False,True,True,high,0.37215735218241763
LKCP001_MCF7_24H:N11,BRD-K28456624,MCF7,0.0989206,116,0.0825,1.0,uM,24.0,h,False,False,True,True,high,-0.26059158868872173
LKCP001_MCF7_24H:N12,BRD-K28456624,MCF7,0.316742,305,0.3217,0.1,uM,24.0,h,False,False,True,True,low,-0.8322818514058156
LKCP001_U2OS_24H:E19,BRD-K28731095,U2OS,0.188533,118,0.2946,5.0,uM,24.0,h,False,False,True,True,high,0.05818484408239809
LKCP001_U2OS_24H:E20,BRD-K28731095,U2OS,0.152989,162,0.1413,0.5,uM,24.0,h,False,False,True,False,low,-0.1261202964758257
LKCP001_U2OS_24H:E21,BRD-K28731095,U2OS,0.137094,73,0.2518,0.05,uM,24.0,h,False,False,True,True,low,-0.3294961339342662
LKCP001_U2OS_24H:F07,BRD-K84163249,U2OS,0.172497,153,0.1902,10.0,uM,24.0,h,False,False,True,True,high,-0.18526641679812364
LKCP001_U2OS_24H:F08,BRD-K84163249,U2OS,0.119097,96,0.1445,1.0,uM,24.0,h,False,False,True,True,high,-0.2957146889721676
LKCP001_MCF7_24H:E20,BRD-K28731095,MCF7,0.125328,95,0.1617,0.5,uM,24.0,h,False,False,True,True,low,-0.12030837141079122
LKCP001_MCF7_24H:E21,BRD-K28731095,MCF7,0.116976,68,0.1968,0.05,uM,24.0,h,False,False,True,True,low,-0.38595841398269826
LKCP001_MCF7_24H:F07,BRD-K84163249,MCF7,0.218356,138,0.3379,10.0,uM,24.0,h,False,False,True,True,high,0.25090282105451567
LKCP001_MCF7_24H:F08,BRD-K84163249,MCF7,0.115309,76,0.1711,1.0,uM,24.0,h,False,False,True,True,high,-0.30021380057797364
LKCP001_MCF7_24H:F09,BRD-K84163249,MCF7,0.0816446,58,0.1124,0.1,uM,24.0,h,False,False,True,True,low,-0.889396772395648
LKCP001_MCF7_24H:J22,BRD-K73237276,MCF7,0.294628,224,0.379,10.0,uM,24.0,h,False,False,True,True,high,0.5970990378299545
LKCP001_MCF7_24H:J23,BRD-K73237276,MCF7,0.140076,136,0.1411,1.0,uM,24.0,h,False,False,True,True,high,0.28674951132019094
LKCP001_MCF7_24H:J24,BRD-K73237276,MCF7,0.180627,219,0.1457,0.1,uM,24.0,h,False,False,True,True,low,0.28610632343688563
LKCP001_A549_24H:F09,BRD-K84163249,A549,0.0903707,64,0.1248,0.1,uM,24.0,h,False,False,True,True,low,-0.6699448001085999
LKCP001_A549_24H:J22,BRD-K73237276,A549,0.242405,181,0.3175,10.0,uM,24.0,h,True,False,True,True,high,0.18873108054299292
LKCP001_A549_24H:J23,BRD-K73237276,A549,0.0916515,63,0.1304,1.0,uM,24.0,h,False,False,True,True,high,-0.5850441512373881
LKCP001_A549_24H:J24,BRD-K73237276,A549,0.143408,139,0.1447,0.1,uM,24.0,h,False,False,True,True,low,-0.6983295776939917
LKCP001_A549_24H:N10,BRD-K28456624,A549,0.148349,131,0.1643,10.0,uM,24.0,h,False,False,True,True,high,-0.10890659492170501
LKCP001_A549_24H:N11,BRD-K28456624,A549,0.088012,71,0.1067,1.0,uM,24.0,h,False,False,True,True,high,-0.574538103499366
LKCP001_A549_24H:N12,BRD-K28456624,A549,0.357846,312,0.4014,0.1,uM,24.0,h,False,False,True,True,low,-1.2182403468375542
LKCP001_MCF7_24H:E19,BRD-K28731095,MCF7,0.23843,162,0.3432,5.0,uM,24.0,h,False,False,True,True,high,0.34799918837329524
REP.A014_MCF7_24H:H24,BRD-K60585088,MCF7,0.145052,113,0.1821,0.0411523,uM,24.0,h,False,False,True,True,low,-0.09739894137210806
REP.A014_PC3_24H:H19,BRD-K60585088,PC3,0.546159,436,0.6691,10.0,uM,24.0,h,False,False,True,True,high,1.0348921221731942
REP.A014_PC3_24H:H20,BRD-K60585088,PC3,0.392563,295,0.5109,3.33333,uM,24.0,h,False,False,True,True,high,0.5974213546131135
REP.A014_PC3_24H:H22,BRD-K60585088,PC3,0.306848,215,0.4283,0.37037,uM,24.0,h,False,False,True,True,low,0.14384203869760176
REP.A014_PC3_24H:H23,BRD-K60585088,PC3,0.350481,271,0.4433,0.123457,uM,24.0,h,True,False,True,True,low,-0.1766141380772489
REP.A014_PC3_24H:H24,BRD-K60585088,PC3,0.248756,192,0.3152,0.0411523,uM,24.0,h,False,False,True,True,low,-0.18004888626884474
REP.A021_A549_24H:D01,BRD-K81332461,A549,0.258745,174,0.3763,10.0,uM,24.0,h,False,False,True,True,high,-0.40369966633663107
REP.A021_A549_24H:D02,BRD-K81332461,A549,0.105451,112,0.0971,3.33333,uM,24.0,h,False,False,True,True,high,-0.004418214291440126
REP.A014_HA1E_24H:H21,BRD-K60585088,HA1E,0.1727,126,0.2315,1.11111,uM,24.0,h,False,False,True,True,high,0.04662193231709327
REP.A014_HA1E_24H:H22,BRD-K60585088,HA1E,0.116549,87,0.1527,0.37037,uM,24.0,h,False,False,True,True,low,-0.1690953921338389
REP.A014_HA1E_24H:H24,BRD-K60585088,HA1E,0.101012,85,0.1174,0.0411523,uM,24.0,h,False,False,True,True,low,-0.09471992786200903
REP.A014_MCF7_24H:H19,BRD-K60585088,MCF7,0.287567,206,0.3926,10.0,uM,24.0,h,True,False,True,True,high,0.8155277414549134
REP.A014_MCF7_24H:H20,BRD-K60585088,MCF7,0.153295,133,0.1728,3.33333,uM,24.0,h,False,False,True,True,high,0.7593637754073674
REP.A014_MCF7_24H:H21,BRD-K60585088,MCF7,0.209129,168,0.2546,1.11111,uM,24.0,h,False,False,True,True,high,0.3867117905802131
REP.A014_MCF7_24H:H22,BRD-K60585088,MCF7,0.192665,171,0.2123,0.37037,uM,24.0,h,False,False,True,True,low,0.7781065185463749
REP.A014_MCF7_24H:H23,BRD-K60585088,MCF7,0.148293,107,0.201,0.123457,uM,24.0,h,False,False,True,True,low,0.34748489223851475
REP.A009_PC3_24H:D01,BRD-K28456624,PC3,0.387576,251,0.5853,10.0,uM,24.0,h,False,False,True,False,high,0.6550956821701612
REP.A009_PC3_24H:D02,BRD-K28456624,PC3,0.323963,288,0.3564,3.33333,uM,24.0,h,False,False,True,False,high,0.7539664734588264
REP.A009_PC3_24H:D03,BRD-K28456624,PC3,0.447915,432,0.4542,1.11111,uM,24.0,h,False,False,True,False,high,0.6668243623198834
REP.A009_PC3_24H:D04,BRD-K28456624,PC3,0.325631,178,0.5826,0.37037,uM,24.0,h,True,False,True,False,low,0.12907075551288005
REP.A009_PC3_24H:D05,BRD-K28456624,PC3,0.376078,231,0.5988,0.123457,uM,24.0,h,False,False,True,False,low,0.1570937364126027
REP.A009_PC3_24H:D06,BRD-K28456624,PC3,0.387077,254,0.5769,0.0411523,uM,24.0,h,False,False,True,False,low,0.31206486413382545
REP.A014_HA1E_24H:H19,BRD-K60585088,HA1E,0.196549,166,0.2276,10.0,uM,24.0,h,False,False,True,True,high,0.2001946794610146
REP.A014_HA1E_24H:H20,BRD-K60585088,HA1E,0.537547,450,0.628,3.33333,uM,24.0,h,True,False,True,True,high,-0.3098022539319988
REP.A009_A549_24H:D05,BRD-K28456624,A549,0.106181,77,0.1432,0.123457,uM,24.0,h,False,False,True,True,low,-0.48656222517140896
REP.A009_A549_24H:D06,BRD-K28456624,A549,0.103423,110,0.0951,0.0411523,uM,24.0,h,False,False,True,True,low,-0.39705263505284366
REP.A009_HA1E_24H:D01,BRD-K28456624,HA1E,0.476848,392,0.5673,10.0,uM,24.0,h,False,False,True,False,high,0.18483774811855946
REP.A009_HA1E_24H:D02,BRD-K28456624,HA1E,0.0919923,76,0.1089,3.33333,uM,24.0,h,False,False,True,False,high,0.06410134615723173
REP.A009_HA1E_24H:D03,BRD-K28456624,HA1E,0.114083,62,0.2053,1.11111,uM,24.0,h,False,False,True,False,high,-0.09536811155446082
REP.A009_HA1E_24H:D04,BRD-K28456624,HA1E,0.159613,74,0.3367,0.37037,uM,24.0,h,False,False,True,False,low,-0.3479358595050415
REP.A009_HA1E_24H:D05,BRD-K28456624,HA1E,0.129024,67,0.243,0.123457,uM,24.0,h,False,False,True,False,low,-0.26465234920767816
REP.A009_HA1E_24H:D06,BRD-K28456624,HA1E,0.107181,75,0.1498,0.0411523,uM,24.0,h,False,False,True,False,low,-0.18930488702461665
REP.A021_MCF7_24H:D04,BRD-K81332461,MCF7,0.173619,114,0.2586,0.37037,uM,24.0,h,False,False,True,True,low,0.2306714943303889
REP.A021_MCF7_24H:D05,BRD-K81332461,MCF7,0.1347,169,0.105,0.123457,uM,24.0,h,False,False,True,True,low,0.6405168021625107
REP.A021_MCF7_24H:D06,BRD-K81332461,MCF7,0.109459,281,0.0417,0.0411523,uM,24.0,h,False,False,True,True,low,0.80918054656488
REP.A021_MCF7_24H:J19,BRD-K84163249,MCF7,0.241212,202,0.2817,10.0,uM,24.0,h,False,False,True,True,high,1.0062352264746168
REP.A021_MCF7_24H:J20,BRD-K84163249,MCF7,0.248544,215,0.281,3.33333,uM,24.0,h,False,False,True,True,high,0.8824838722119475
REP.A021_MCF7_24H:J21,BRD-K84163249,MCF7,0.139461,104,0.1829,1.11111,uM,24.0,h,False,False,True,True,high,0.17819189517281325
REP.A021_MCF7_24H:J22,BRD-K84163249,MCF7,0.135091,92,0.194,0.37037,uM,24.0,h,False,False,True,True,low,-0.07628531753573801
REP.A021_MCF7_24H:J23,BRD-K84163249,MCF7,0.0855244,57,0.1255,0.123457,uM,24.0,h,False,False,True,True,low,-0.8021800559334742
REP.A021_HA1E_24H:J19,BRD-K84163249,HA1E,0.19788,150,0.2553,10.0,uM,24.0,h,False,False,True,True,high,0.2924726871673079
REP.A021_HA1E_24H:J20,BRD-K84163249,HA1E,0.112587,110,0.1127,3.33333,uM,24.0,h,False,False,True,True,high,0.16854716558520627
REP.A021_HA1E_24H:J22,BRD-K84163249,HA1E,0.146616,111,0.1894,0.37037,uM,24.0,h,False,False,True,True,low,-0.26447170811011717
REP.A021_HA1E_24H:J23,BRD-K84163249,HA1E,0.103687,104,0.1011,0.123457,uM,24.0,h,False,False,True,True,low,-0.667644254745142
REP.A021_HA1E_24H:J24,BRD-K84163249,HA1E,0.279156,234,0.3257,0.0411523,uM,24.0,h,False,False,True,True,low,-0.48697040537216363
REP.A021_MCF7_24H:D01,BRD-K81332461,MCF7,0.339955,247,0.4576,10.0,uM,24.0,h,False,False,True,True,high,0.6118726339280933
REP.A021_MCF7_24H:D02,BRD-K81332461,MCF7,0.250005,175,0.3493,3.33333,uM,24.0,h,False,False,True,True,high,0.1581534596356263
REP.A021_MCF7_24H:D03,BRD-K81332461,MCF7,0.244178,171,0.341,1.11111,uM,24.0,h,False,False,True,True,high,0.43865171114126295
REP.A021_A549_24H:J23,BRD-K84163249,A549,0.102785,101,0.1023,0.123457,uM,24.0,h,False,False,True,True,low,-0.4468172530213553
REP.A021_A549_24H:J24,BRD-K84163249,A549,0.226285,221,0.2266,0.0411523,uM,24.0,h,False,False,True,True,low,-0.47372607333562783
REP.A021_HA1E_24H:D01,BRD-K81332461,HA1E,0.398818,344,0.4522,10.0,uM,24.0,h,False,False,True,True,high,0.14746810667584903
REP.A021_HA1E_24H:D02,BRD-K81332461,HA1E,0.145639,117,0.1773,3.33333,uM,24.0,h,False,False,True,True,high,-0.1856076052982847
REP.A021_HA1E_24H:D03,BRD-K81332461,HA1E,0.149286,97,0.2247,1.11111,uM,24.0,h,False,False,True,True,high,0.04907255605380467
