bead_batch,nearest_dose,pert_dose,pert_dose_unit,pert_idose,pert_itime,pert_time,pert_time_unit,cell_mfc_name,pert_mfc_id,nsample,cc_q75,ss_ngene,tas,pct_self_rank_q25,wt,median_recall_rank_spearman,median_recall_rank_wtcs_50,median_recall_score_spearman,median_recall_score_wtcs_50,batch_effect_tstat,batch_effect_tstat_pct,is_hiq,qc_pass,pert_id,sig_id,pert_type,cell_iname,det_wells,det_plates,distil_ids,build_name,project_code,cmap_name,is_exemplar_sig,is_ncs_sig,is_null_sig,merge_key
b25,0.04,0.0411523,uM,0.04 uM,24 h,24.0,h,A549,BRD-K81332461,3,0.0041,91,0.0195318,52.3682,"0.33,0.33,0.33",77.4494,74.6878,-0.0534529,0.141887,41.52,96.9854,0,1,BRD-K81332461,REP.A021_A549_24H:D06,trt_cp,A549,D06,REP.A021_A549_24H_X1_B25|REP.A021_A549_24H_X2_B25|REP.A021_A549_24H_X3_B25,REP.A021_A549_24H_X1_B25:D06|REP.A021_A549_24H_X2_B25:D06|REP.A021_A549_24H_X3_B25:D06,,REP,maxacalcitol,0,0.0,0.0,BRD-K81332461_A549_24.0
b23,0.37,0.37037,uM,0.37 uM,24 h,24.0,h,MCF7,BRD-K84163249,3,0.194,92,0.135091,0.266667,"0.37,0.35,0.29",0.930193,3.62903,0.150235,0.477345,16.31,69.6239,1,1,BRD-K84163249,REP.A021_MCF7_24H:J22,trt_cp,MCF7,J22,REP.A021_MCF7_24H_X1_B23|REP.A021_MCF7_24H_X2_B23|REP.A021_MCF7_24H_X3_B23,REP.A021_MCF7_24H_X1_B23:J22|REP.A021_MCF7_24H_X2_B23:J22|REP.A021_MCF7_24H_X3_B23:J22,,REP,ercalcitriol,0,1.0,0.0,BRD-K84163249_MCF7_24.0
b23,10.0,10.0,uM,10 uM,24 h,24.0,h,MCF7,BRD-K81332461,3,0.4576,247,0.339955,0.355556,"0.29,0.36,0.35",1.98413,0.396825,0.341923,0.596587,16.31,69.6239,1,1,BRD-K81332461,REP.A021_MCF7_24H:D01,trt_cp,MCF7,D01,REP.A021_MCF7_24H_X1_B23|REP.A021_MCF7_24H_X2_B23|REP.A021_MCF7_24H_X3_B23,REP.A021_MCF7_24H_X1_B23:D01|REP.A021_MCF7_24H_X2_B23:D01|REP.A021_MCF7_24H_X3_B23:D01,,REP,maxacalcitol,0,1.0,0.0,BRD-K81332461_MCF7_24.0
b23,0.37,0.37037,uM,0.37 uM,24 h,24.0,h,MCF7,BRD-K60585088,3,0.2123,171,0.192665,2.29523,"0.35,0.37,0.28",4.80297,80.3628,0.154878,0.0,11.66,50.3015,1,1,BRD-K60585088,REP.A014_MCF7_24H:H22,trt_cp,MCF7,H22,REP.A014_MCF7_24H_X1_B23|REP.A014_MCF7_24H_X2_B23|REP.A014_MCF7_24H_X3_B23,REP.A014_MCF7_24H_X1_B23:H22|REP.A014_MCF7_24H_X2_B23:H22|REP.A014_MCF7_24H_X3_B23:H22,,REP,paricalcitol,0,1.0,0.0,BRD-K60585088_MCF7_24.0
b22,10.0,10.0,uM,10 uM,24 h,24.0,h,HA1E,BRD-K28731095,3,0.3011,145,0.211286,0.0224417,"0.33,0.36,0.32",2.71739,2.02156,0.286573,0.503321,8.86,36.2331,1,1,BRD-K28731095,REP.A001_HA1E_24H:I13,trt_cp,HA1E,I13,REP.A001_HA1E_24H_X1_B22|REP.A001_HA1E_24H_X2_B22|REP.A001_HA1E_24H_X3_B22,REP.A001_HA1E_24H_X1_B22:I13|REP.A001_HA1E_24H_X2_B22:I13|REP.A001_HA1E_24H_X3_B22:I13,,REP,calcitriol,0,1.0,0.0,BRD-K28731095_HA1E_24.0
b32,0.37,0.37037,uM,0.37 uM,24 h,24.0,h,A549,BRD-K28456624,3,0.0869,88,0.0884264,10.9583,"0.21,0.47,0.33",18.0026,34.0286,0.056637,0.177758,11.96,51.938,0,1,BRD-K28456624,REP.A009_A549_24H:D04,trt_cp,A549,D04,REP.A009_A549_24H_X1_B32|REP.A009_A549_24H_X2_B32|REP.A009_A549_24H_X3_B32,REP.A009_A549_24H_X1_B32:D04|REP.A009_A549_24H_X2_B32:D04|REP.A009_A549_24H_X3_B32:D04,,REP,seocalcitol,0,1.0,0.0,BRD-K28456624_A549_24.0
b23,10.0,10.0,uM,10 uM,24 h,24.0,h,PC3,BRD-K60585088,3,0.6691,436,0.546159,0.0,"0.34,0.34,0.32",0.0,0.0,0.611024,0.828577,13.45,59.288,1,1,BRD-K60585088,REP.A014_PC3_24H:H19,trt_cp,PC3,H19,REP.A014_PC3_24H_X1_B23|REP.A014_PC3_24H_X2_B23|REP.A014_PC3_24H_X3_B23,REP.A014_PC3_24H_X1_B23:H19|REP.A014_PC3_24H_X2_B23:H19|REP.A014_PC3_24H_X3_B23:H19,,REP,paricalcitol,0,1.0,0.0,BRD-K60585088_PC3_24.0
b23,0.37,0.37037,uM,0.37 uM,24 h,24.0,h,PC3,BRD-K81332461,3,0.5086,209,0.329679,0.176835,"0.35,0.30,0.35",0.664894,0.531562,0.405638,0.69362,13.08,57.7089,1,1,BRD-K81332461,REP.A021_PC3_24H:D04,trt_cp,PC3,D04,REP.A021_PC3_24H_X1_B23|REP.A021_PC3_24H_X2_B23|REP.A021_PC3_24H_X3_B23,REP.A021_PC3_24H_X1_B23:D04|REP.A021_PC3_24H_X2_B23:D04|REP.A021_PC3_24H_X3_B23:D04,,REP,maxacalcitol,0,1.0,0.0,BRD-K81332461_PC3_24.0
b23,0.125,0.123457,uM,0.125 uM,24 h,24.0,h,PC3,BRD-K73237276,3,0.4664,182,0.294609,0.535714,"0.35,0.33,0.32",1.06918,1.52253,0.430147,0.688142,6.47,24.8349,1,1,BRD-K73237276,REP.A022_PC3_24H:L05,trt_cp,PC3,L05,REP.A022_PC3_24H_X1_B23|REP.A022_PC3_24H_X2_B23|REP.A022_PC3_24H_X3_B23,REP.A022_PC3_24H_X1_B23:L05|REP.A022_PC3_24H_X2_B23:L05|REP.A022_PC3_24H_X3_B23:L05,,REP,tacalcitol,0,1.0,0.0,BRD-K73237276_PC3_24.0
b23,3.33,3.33333,uM,3.33 uM,24 h,24.0,h,MCF7,BRD-K84163249,3,0.281,215,0.248544,1.44444,"0.23,0.44,0.33",1.59262,10.6033,0.194354,0.490299,16.31,69.6239,1,1,BRD-K84163249,REP.A021_MCF7_24H:J20,trt_cp,MCF7,J20,REP.A021_MCF7_24H_X1_B23|REP.A021_MCF7_24H_X2_B23|REP.A021_MCF7_24H_X3_B23,REP.A021_MCF7_24H_X1_B23:J20|REP.A021_MCF7_24H_X2_B23:J20|REP.A021_MCF7_24H_X3_B23:J20,,REP,ercalcitriol,0,1.0,0.0,BRD-K84163249_MCF7_24.0
b22,0.74,0.769231,uM,0.74 uM,24 h,24.0,h,PC3,BRD-K28731095,3,0.38,262,0.31906,0.133809,"0.36,0.32,0.32",0.132275,0.264901,0.379956,0.699378,19.45,78.2659,1,1,BRD-K28731095,REP.B001_PC3_24H:I14,trt_cp,PC3,I14,REP.B001_PC3_24H_X1_B22|REP.B001_PC3_24H_X2_B22|REP.B001_PC3_24H_X3.L2_B22,REP.B001_PC3_24H_X1_B22:I14|REP.B001_PC3_24H_X2_B22:I14|REP.B001_PC3_24H_X3.L2_B22:I14,,REP,calcitriol,0,1.0,0.0,BRD-K28731095_PC3_24.0
b27,0.125,0.123457,uM,0.125 uM,24 h,24.0,h,MCF7,BRD-K28731095,3,0.2447,221,0.235149,5.50357,"0.29,0.33,0.38",13.7977,13.5333,0.203603,0.386791,18.97,77.0313,0,0,BRD-K28731095,REP.A001_MCF7_24H:I17,trt_cp,MCF7,I17,REP.A001_MCF7_24H_X1_B27|REP.A001_MCF7_24H_X2_B27|REP.A001_MCF7_24H_X3_B27,REP.A001_MCF7_24H_X1_B27:I17|REP.A001_MCF7_24H_X2_B27:I17|REP.A001_MCF7_24H_X3_B27:I17,,REP,calcitriol,0,1.0,0.0,BRD-K28731095_MCF7_24.0
b25,3.33,3.33333,uM,3.33 uM,24 h,24.0,h,A549,BRD-K81332461,3,0.0971,112,0.105451,9.91957,"0.37,0.13,0.50",36.2401,40.1665,0.0389264,0.398486,41.52,96.9854,0,1,BRD-K81332461,REP.A021_A549_24H:D02,trt_cp,A549,D02,REP.A021_A549_24H_X1_B25|REP.A021_A549_24H_X2_B25|REP.A021_A549_24H_X3_B25,REP.A021_A549_24H_X1_B25:D02|REP.A021_A549_24H_X2_B25:D02|REP.A021_A549_24H_X3_B25:D02,,REP,maxacalcitol,0,1.0,0.0,BRD-K81332461_A549_24.0
b25,1.11,1.11111,uM,1.11 uM,24 h,24.0,h,A549,BRD-K81332461,3,0.113,299,0.185868,7.41734,"0.45,0.19,0.36",15.6534,69.9532,0.0582848,0.217743,41.52,96.9854,0,1,BRD-K81332461,REP.A021_A549_24H:D03,trt_cp,A549,D03,REP.A021_A549_24H_X1_B25|REP.A021_A549_24H_X2_B25|REP.A021_A549_24H_X3_B25,REP.A021_A549_24H_X1_B25:D03|REP.A021_A549_24H_X2_B25:D03|REP.A021_A549_24H_X3_B25:D03,,REP,maxacalcitol,0,1.0,0.0,BRD-K81332461_A549_24.0
b22,0.08,0.0854701,uM,0.08 uM,24 h,24.0,h,PC3,BRD-K28731095,3,0.2924,294,0.296478,0.356824,"0.35,0.32,0.33",0.274725,1.33801,0.282947,0.581148,19.45,78.2659,1,1,BRD-K28731095,REP.B001_PC3_24H:I16,trt_cp,PC3,I16,REP.B001_PC3_24H_X1_B22|REP.B001_PC3_24H_X2_B22|REP.B001_PC3_24H_X3.L2_B22,REP.B001_PC3_24H_X1_B22:I16|REP.B001_PC3_24H_X2_B22:I16|REP.B001_PC3_24H_X3.L2_B22:I16,,REP,calcitriol,0,1.0,0.0,BRD-K28731095_PC3_24.0
b32,0.04,0.0411523,uM,0.04 uM,24 h,24.0,h,A549,BRD-K28456624,3,0.0951,110,0.103423,19.4987,"0.07,0.46,0.47",51.1996,53.3492,0.00218973,0.0,11.96,51.938,0,1,BRD-K28456624,REP.A009_A549_24H:D06,trt_cp,A549,D06,REP.A009_A549_24H_X1_B32|REP.A009_A549_24H_X2_B32|REP.A009_A549_24H_X3_B32,REP.A009_A549_24H_X1_B32:D06|REP.A009_A549_24H_X2_B32:D06|REP.A009_A549_24H_X3_B32:D06,,REP,seocalcitol,0,1.0,0.0,BRD-K28456624_A549_24.0
b23,3.33,3.33333,uM,3.33 uM,24 h,24.0,h,HA1E,BRD-K60585088,3,0.628,450,0.537547,0.11374,"0.33,0.33,0.34",0.544959,0.27248,0.614838,0.815121,10.59,45.1048,1,1,BRD-K60585088,REP.A014_HA1E_24H:H20,trt_cp,HA1E,H20,REP.A014_HA1E_24H_X1_B23|REP.A014_HA1E_24H_X2_B23|REP.A014_HA1E_24H_X3_B23,REP.A014_HA1E_24H_X1_B23:H20|REP.A014_HA1E_24H_X2_B23:H20|REP.A014_HA1E_24H_X3_B23:H20,,REP,paricalcitol,1,1.0,0.0,BRD-K60585088_HA1E_24.0
b23,10.0,10.0,uM,10 uM,24 h,24.0,h,PC3,BRD-K84163249,3,0.5284,408,0.469507,0.0442087,"0.33,0.32,0.35",0.132979,0.0,0.524559,0.762649,13.08,57.7089,1,1,BRD-K84163249,REP.A021_PC3_24H:J19,trt_cp,PC3,J19,REP.A021_PC3_24H_X1_B23|REP.A021_PC3_24H_X2_B23|REP.A021_PC3_24H_X3_B23,REP.A021_PC3_24H_X1_B23:J19|REP.A021_PC3_24H_X2_B23:J19|REP.A021_PC3_24H_X3_B23:J19,,REP,ercalcitriol,0,1.0,0.0,BRD-K84163249_PC3_24.0
b23,0.37,0.37037,uM,0.37 uM,24 h,24.0,h,HA1E,BRD-K60585088,3,0.1527,87,0.116549,3.57143,"0.32,0.34,0.33",7.49985,45.4419,0.147391,0.141142,10.59,45.1048,0,1,BRD-K60585088,REP.A014_HA1E_24H:H22,trt_cp,HA1E,H22,REP.A014_HA1E_24H_X1_B23|REP.A014_HA1E_24H_X2_B23|REP.A014_HA1E_24H_X3_B23,REP.A014_HA1E_24H_X1_B23:H22|REP.A014_HA1E_24H_X2_B23:H22|REP.A014_HA1E_24H_X3_B23:H22,,REP,paricalcitol,0,1.0,0.0,BRD-K60585088_HA1E_24.0
b23,0.125,0.123457,uM,0.125 uM,24 h,24.0,h,MCF7,BRD-K81332461,3,0.105,169,0.1347,8.35556,"0.27,0.34,0.39",16.7371,14.258,0.0807991,0.460325,16.31,69.6239,0,1,BRD-K81332461,REP.A021_MCF7_24H:D05,trt_cp,MCF7,D05,REP.A021_MCF7_24H_X1_B23|REP.A021_MCF7_24H_X2_B23|REP.A021_MCF7_24H_X3_B23,REP.A021_MCF7_24H_X1_B23:D05|REP.A021_MCF7_24H_X2_B23:D05|REP.A021_MCF7_24H_X3_B23:D05,,REP,maxacalcitol,0,1.0,0.0,BRD-K81332461_MCF7_24.0
b24,1.11,1.11111,uM,1.11 uM,24 h,24.0,h,HA1E,BRD-K28456624,3,0.2053,62,0.114083,0.691347,"0.35,0.30,0.35",1.74156,4.15012,0.16332,0.445723,5.63,21.648,0,0,BRD-K28456624,REP.A009_HA1E_24H:D03,trt_cp,HA1E,D03,REP.A009_HA1E_24H_X1_B24|REP.A009_HA1E_24H_X2_B24|REP.A009_HA1E_24H_X3_B24,REP.A009_HA1E_24H_X1_B24:D03|REP.A009_HA1E_24H_X2_B24:D03|REP.A009_HA1E_24H_X3_B24:D03,,REP,seocalcitol,0,1.0,0.0,BRD-K28456624_HA1E_24.0
b23,0.125,0.123457,uM,0.125 uM,24 h,24.0,h,PC3,BRD-K60585088,3,0.4433,271,0.350481,0.0909918,"0.32,0.32,0.36",0.0,0.676243,0.439638,0.650058,13.45,59.288,1,1,BRD-K60585088,REP.A014_PC3_24H:H23,trt_cp,PC3,H23,REP.A014_PC3_24H_X1_B23|REP.A014_PC3_24H_X2_B23|REP.A014_PC3_24H_X3_B23,REP.A014_PC3_24H_X1_B23:H23|REP.A014_PC3_24H_X2_B23:H23|REP.A014_PC3_24H_X3_B23:H23,,REP,paricalcitol,1,1.0,0.0,BRD-K60585088_PC3_24.0
b23,0.04,0.0411523,uM,0.04 uM,24 h,24.0,h,PC3,BRD-K81332461,3,0.2317,164,0.197113,2.78515,"0.17,0.38,0.45",20.6015,37.1797,0.101828,0.322939,13.08,57.7089,0,1,BRD-K81332461,REP.A021_PC3_24H:D06,trt_cp,PC3,D06,REP.A021_PC3_24H_X1_B23|REP.A021_PC3_24H_X2_B23|REP.A021_PC3_24H_X3_B23,REP.A021_PC3_24H_X1_B23:D06|REP.A021_PC3_24H_X2_B23:D06|REP.A021_PC3_24H_X3_B23:D06,,REP,maxacalcitol,0,1.0,0.0,BRD-K81332461_PC3_24.0
b27,3.33,3.33333,uM,3.33 uM,24 h,24.0,h,MCF7,BRD-K28731095,3,0.3452,196,0.263023,0.40107,"0.34,0.34,0.32",0.672043,30.2301,0.316542,0.283172,18.97,77.0313,0,0,BRD-K28731095,REP.A001_MCF7_24H:I14,trt_cp,MCF7,I14,REP.A001_MCF7_24H_X1_B27|REP.A001_MCF7_24H_X2_B27|REP.A001_MCF7_24H_X3_B27,REP.A001_MCF7_24H_X1_B27:I14|REP.A001_MCF7_24H_X2_B27:I14|REP.A001_MCF7_24H_X3_B27:I14,,REP,calcitriol,0,1.0,0.0,BRD-K28731095_MCF7_24.0
b23,10.0,10.0,uM,10 uM,24 h,24.0,h,HA1E,BRD-K60585088,3,0.2276,166,0.196549,0.11374,"0.29,0.35,0.37",0.410601,4.24123,0.17658,0.447635,10.59,45.1048,1,1,BRD-K60585088,REP.A014_HA1E_24H:H19,trt_cp,HA1E,H19,REP.A014_HA1E_24H_X1_B23|REP.A014_HA1E_24H_X2_B23|REP.A014_HA1E_24H_X3_B23,REP.A014_HA1E_24H_X1_B23:H19|REP.A014_HA1E_24H_X2_B23:H19|REP.A014_HA1E_24H_X3_B23:H19,,REP,paricalcitol,0,1.0,0.0,BRD-K60585088_HA1E_24.0
b23,10.0,10.0,uM,10 uM,24 h,24.0,h,MCF7,BRD-K73237276,3,0.4485,234,0.327582,0.066313,"0.36,0.34,0.30",0.536193,0.134048,0.371427,0.653379,11.06,47.0571,1,1,BRD-K73237276,REP.A022_MCF7_24H:L01,trt_cp,MCF7,L01,REP.A022_MCF7_24H_X1_B23|REP.A022_MCF7_24H_X2_B23|REP.A022_MCF7_24H_X3_B23,REP.A022_MCF7_24H_X1_B23:L01|REP.A022_MCF7_24H_X2_B23:L01|REP.A022_MCF7_24H_X3_B23:L01,,REP,tacalcitol,0,1.0,0.0,BRD-K73237276_MCF7_24.0
b22,0.25,0.25641,uM,0.25 uM,24 h,24.0,h,HA1E,BRD-K28731095,3,0.0986,90,0.0952555,7.59409,"0.38,0.28,0.34",13.7651,5.56257,0.077603,0.472173,14.12,61.9294,0,1,BRD-K28731095,REP.B001_HA1E_24H:I15,trt_cp,HA1E,I15,REP.B001_HA1E_24H_X1_B22|REP.B001_HA1E_24H_X2_B22|REP.B001_HA1E_24H_X3_B22,REP.B001_HA1E_24H_X1_B22:I15|REP.B001_HA1E_24H_X2_B22:I15|REP.B001_HA1E_24H_X3_B22:I15,,REP,calcitriol,0,1.0,0.0,BRD-K28731095_HA1E_24.0
b24,0.125,0.123457,uM,0.125 uM,24 h,24.0,h,PC3,BRD-K28456624,3,0.5988,231,0.376078,0.380824,"0.33,0.36,0.31",0.53913,0.536991,0.530612,0.751438,7.84,30.6919,0,0,BRD-K28456624,REP.A009_PC3_24H:D05,trt_cp,PC3,D05,REP.A009_PC3_24H_X1_B24|REP.A009_PC3_24H_X2_B24|REP.A009_PC3_24H_X3_B24,REP.A009_PC3_24H_X1_B24:D05|REP.A009_PC3_24H_X2_B24:D05|REP.A009_PC3_24H_X3_B24:D05,,REP,seocalcitol,0,1.0,0.0,BRD-K28456624_PC3_24.0
b22,1.11,1.11111,uM,1.11 uM,24 h,24.0,h,HA1E,BRD-K28731095,3,0.3473,188,0.258382,0.852783,"0.42,0.36,0.22",6.65212,28.8556,0.191983,0.247315,8.86,36.2331,0,1,BRD-K28731095,REP.A001_HA1E_24H:I15,trt_cp,HA1E,I15,REP.A001_HA1E_24H_X1_B22|REP.A001_HA1E_24H_X2_B22|REP.A001_HA1E_24H_X3_B22,REP.A001_HA1E_24H_X1_B22:I15|REP.A001_HA1E_24H_X2_B22:I15|REP.A001_HA1E_24H_X3_B22:I15,,REP,calcitriol,0,1.0,0.0,BRD-K28731095_HA1E_24.0
b22,3.33,3.33333,uM,3.33 uM,24 h,24.0,h,PC3,BRD-K28731095,3,0.5639,288,0.4075,0.0897666,"0.36,0.32,0.33",0.0,0.271739,0.5336,0.755294,15.2,65.5757,1,1,BRD-K28731095,REP.A001_PC3_24H:I14,trt_cp,PC3,I14,REP.A001_PC3_24H_X1_B22|REP.A001_PC3_24H_X2_B22|REP.A001_PC3_24H_X3_B22,REP.A001_PC3_24H_X1_B22:I14|REP.A001_PC3_24H_X2_B22:I14|REP.A001_PC3_24H_X3_B22:I14,,REP,calcitriol,1,1.0,0.0,BRD-K28731095_PC3_24.0
b23,0.125,0.123457,uM,0.125 uM,24 h,24.0,h,PC3,BRD-K84163249,3,0.3681,178,0.258835,0.81786,"0.33,0.33,0.34",1.06207,1.461,0.364051,0.644522,13.08,57.7089,1,1,BRD-K84163249,REP.A021_PC3_24H:J23,trt_cp,PC3,J23,REP.A021_PC3_24H_X1_B23|REP.A021_PC3_24H_X2_B23|REP.A021_PC3_24H_X3_B23,REP.A021_PC3_24H_X1_B23:J23|REP.A021_PC3_24H_X2_B23:J23|REP.A021_PC3_24H_X3_B23:J23,,REP,ercalcitriol,0,1.0,0.0,BRD-K84163249_PC3_24.0
b25,0.37,0.37037,uM,0.37 uM,24 h,24.0,h,A549,BRD-K84163249,3,0.1631,186,0.176122,20.7775,"0.48,0.48,0.04",72.2281,71.7758,-0.0738264,0.211737,41.52,96.9854,0,1,BRD-K84163249,REP.A021_A549_24H:J22,trt_cp,A549,J22,REP.A021_A549_24H_X1_B25|REP.A021_A549_24H_X2_B25|REP.A021_A549_24H_X3_B25,REP.A021_A549_24H_X1_B25:J22|REP.A021_A549_24H_X2_B25:J22|REP.A021_A549_24H_X3_B25:J22,,REP,ercalcitriol,0,1.0,0.0,BRD-K84163249_A549_24.0
b22,0.74,0.769231,uM,0.74 uM,24 h,24.0,h,HA1E,BRD-K28731095,3,0.1435,120,0.132693,3.1586,"0.31,0.32,0.36",6.26704,0.932927,0.137194,0.522247,14.12,61.9294,1,1,BRD-K28731095,REP.B001_HA1E_24H:I14,trt_cp,HA1E,I14,REP.B001_HA1E_24H_X1_B22|REP.B001_HA1E_24H_X2_B22|REP.B001_HA1E_24H_X3_B22,REP.B001_HA1E_24H_X1_B22:I14|REP.B001_HA1E_24H_X2_B22:I14|REP.B001_HA1E_24H_X3_B22:I14,,REP,calcitriol,0,1.0,0.0,BRD-K28731095_HA1E_24.0
b23,10.0,10.0,uM,10 uM,24 h,24.0,h,HA1E,BRD-K81332461,3,0.4522,344,0.398818,0.613636,"0.32,0.33,0.35",2.96667,5.77128,0.423754,0.554807,9.02,37.1519,1,1,BRD-K81332461,REP.A021_HA1E_24H:D01,trt_cp,HA1E,D01,REP.A021_HA1E_24H_X1_B23|REP.A021_HA1E_24H_X2_B23|REP.A021_HA1E_24H_X3_B23,REP.A021_HA1E_24H_X1_B23:D01|REP.A021_HA1E_24H_X2_B23:D01|REP.A021_HA1E_24H_X3_B23:D01,,REP,maxacalcitol,0,1.0,0.0,BRD-K81332461_HA1E_24.0
b24,3.33,3.33333,uM,3.33 uM,24 h,24.0,h,PC3,BRD-K28456624,3,0.3564,288,0.323963,0.403226,"0.33,0.35,0.32",0.801507,1.20514,0.354881,0.622526,7.84,30.6919,0,0,BRD-K28456624,REP.A009_PC3_24H:D02,trt_cp,PC3,D02,REP.A009_PC3_24H_X1_B24|REP.A009_PC3_24H_X2_B24|REP.A009_PC3_24H_X3_B24,REP.A009_PC3_24H_X1_B24:D02|REP.A009_PC3_24H_X2_B24:D02|REP.A009_PC3_24H_X3_B24:D02,,REP,seocalcitol,0,1.0,0.0,BRD-K28456624_PC3_24.0
b23,0.04,0.0411523,uM,0.04 uM,24 h,24.0,h,MCF7,BRD-K73237276,3,0.2413,95,0.153099,0.419982,"0.29,0.34,0.38",1.20075,4.42075,0.197673,0.51536,11.06,47.0571,1,1,BRD-K73237276,REP.A022_MCF7_24H:L06,trt_cp,MCF7,L06,REP.A022_MCF7_24H_X1_B23|REP.A022_MCF7_24H_X2_B23|REP.A022_MCF7_24H_X3_B23,REP.A022_MCF7_24H_X1_B23:L06|REP.A022_MCF7_24H_X2_B23:L06|REP.A022_MCF7_24H_X3_B23:L06,,REP,tacalcitol,0,1.0,0.0,BRD-K73237276_MCF7_24.0
b25,0.37,0.37037,uM,0.37 uM,24 h,24.0,h,A549,BRD-K81332461,3,0.0717,159,0.107966,21.5818,"0.45,0.09,0.45",73.7985,50.8015,-0.0312457,0.435571,41.52,96.9854,0,0,BRD-K81332461,REP.A021_A549_24H:D04,trt_cp,A549,D04,REP.A021_A549_24H_X1_B25|REP.A021_A549_24H_X2_B25|REP.A021_A549_24H_X3_B25,REP.A021_A549_24H_X1_B25:D04|REP.A021_A549_24H_X2_B25:D04|REP.A021_A549_24H_X3_B25:D04,,REP,maxacalcitol,0,1.0,0.0,BRD-K81332461_A549_24.0
b23,3.33,3.33333,uM,3.33 uM,24 h,24.0,h,MCF7,BRD-K60585088,3,0.1728,133,0.153295,1.62016,"0.36,0.33,0.31",1.5493,30.7761,0.164451,0.183757,11.66,50.3015,1,1,BRD-K60585088,REP.A014_MCF7_24H:H20,trt_cp,MCF7,H20,REP.A014_MCF7_24H_X1_B23|REP.A014_MCF7_24H_X2_B23|REP.A014_MCF7_24H_X3_B23,REP.A014_MCF7_24H_X1_B23:H20|REP.A014_MCF7_24H_X2_B23:H20|REP.A014_MCF7_24H_X3_B23:H20,,REP,paricalcitol,0,1.0,0.0,BRD-K60585088_MCF7_24.0
b25,0.125,0.123457,uM,0.125 uM,24 h,24.0,h,A549,BRD-K73237276,3,0.1512,120,0.136206,3.73333,"0.31,0.35,0.35",12.1175,68.2889,0.126721,0.170924,30.17,92.0758,0,1,BRD-K73237276,REP.A022_A549_24H:L05,trt_cp,A549,L05,REP.A022_A549_24H_X1_B25|REP.A022_A549_24H_X2_B25|REP.A022_A549_24H_X3_B25,REP.A022_A549_24H_X1_B25:L05|REP.A022_A549_24H_X2_B25:L05|REP.A022_A549_24H_X3_B25:L05,,REP,tacalcitol,0,1.0,0.0,BRD-K73237276_A549_24.0
b25,1.11,1.11111,uM,1.11 uM,24 h,24.0,h,A549,BRD-K84163249,3,0.2185,122,0.165096,14.8347,"0.48,0.03,0.48",60.7036,48.3264,-0.0214596,0.352327,41.52,96.9854,0,1,BRD-K84163249,REP.A021_A549_24H:J21,trt_cp,A549,J21,REP.A021_A549_24H_X1_B25|REP.A021_A549_24H_X2_B25|REP.A021_A549_24H_X3_B25,REP.A021_A549_24H_X1_B25:J21|REP.A021_A549_24H_X2_B25:J21|REP.A021_A549_24H_X3_B25:J21,,REP,ercalcitriol,0,1.0,0.0,BRD-K84163249_A549_24.0
b23,0.04,0.0411523,uM,0.04 uM,24 h,24.0,h,HA1E,BRD-K81332461,3,0.0925,81,0.0875274,10.0682,"0.25,0.36,0.39",20.0959,29.6188,0.0561631,0.235712,9.02,37.1519,0,1,BRD-K81332461,REP.A021_HA1E_24H:D06,trt_cp,HA1E,D06,REP.A021_HA1E_24H_X1_B23|REP.A021_HA1E_24H_X2_B23|REP.A021_HA1E_24H_X3_B23,REP.A021_HA1E_24H_X1_B23:D06|REP.A021_HA1E_24H_X2_B23:D06|REP.A021_HA1E_24H_X3_B23:D06,,REP,maxacalcitol,0,1.0,0.0,BRD-K81332461_HA1E_24.0
b23,0.37,0.37037,uM,0.37 uM,24 h,24.0,h,PC3,BRD-K84163249,3,0.4183,246,0.324371,0.862069,"0.24,0.35,0.41",3.84968,2.39009,0.278845,0.586669,13.08,57.7089,1,1,BRD-K84163249,REP.A021_PC3_24H:J22,trt_cp,PC3,J22,REP.A021_PC3_24H_X1_B23|REP.A021_PC3_24H_X2_B23|REP.A021_PC3_24H_X3_B23,REP.A021_PC3_24H_X1_B23:J22|REP.A021_PC3_24H_X2_B23:J22|REP.A021_PC3_24H_X3_B23:J22,,REP,ercalcitriol,0,1.0,0.0,BRD-K84163249_PC3_24.0
b23,10.0,10.0,uM,10 uM,24 h,24.0,h,MCF7,BRD-K60585088,3,0.3926,206,0.287567,0.472547,"0.36,0.39,0.25",0.0,1.72169,0.243032,0.570544,11.66,50.3015,1,1,BRD-K60585088,REP.A014_MCF7_24H:H19,trt_cp,MCF7,H19,REP.A014_MCF7_24H_X1_B23|REP.A014_MCF7_24H_X2_B23|REP.A014_MCF7_24H_X3_B23,REP.A014_MCF7_24H_X1_B23:H19|REP.A014_MCF7_24H_X2_B23:H19|REP.A014_MCF7_24H_X3_B23:H19,,REP,paricalcitol,1,1.0,0.0,BRD-K60585088_MCF7_24.0
b23,1.11,1.11111,uM,1.11 uM,24 h,24.0,h,PC3,BRD-K84163249,3,0.4648,239,0.337025,0.353669,"0.30,0.33,0.37",1.1954,1.46277,0.418443,0.694079,13.08,57.7089,1,1,BRD-K84163249,REP.A021_PC3_24H:J21,trt_cp,PC3,J21,REP.A021_PC3_24H_X1_B23|REP.A021_PC3_24H_X2_B23|REP.A021_PC3_24H_X3_B23,REP.A021_PC3_24H_X1_B23:J21|REP.A021_PC3_24H_X2_B23:J21|REP.A021_PC3_24H_X3_B23:J21,,REP,ercalcitriol,0,1.0,0.0,BRD-K84163249_PC3_24.0
