bead_batch,nearest_dose,pert_dose,pert_dose_unit,pert_idose,pert_time,pert_itime,pert_time_unit,cell_mfc_name,pert_mfc_id,det_plate,det_well,rna_plate,rna_well,count_mean,count_cv,qc_f_logp,qc_iqr,qc_slope,pert_id,sample_id,pert_type,cell_iname,qc_pass,dyn_range,inv_level_10,build_name,failure_mode,project_code,cmap_name
b40,0.05,0.05,uM,0.05 uM,24.0,24 h,h,A549,BRD-K28731095,LKCP001_A549_24H_X3_B40,E21,LKCP001_A549_24H_X3,E21,91,13,6.0,11.62,55,BRD-K28731095,LKCP001_A549_24H_X3_B40:E21,trt_cp,A549,1.0,23.9525,5293.5,,,LKCP,calcitriol
b34,0.5,0.555556,uM,0.5 uM,24.0,24 h,h,MCF7,BRD-K81332461,MUC.CP008_MCF7_24H_X1_B34,H21,MUC.CP008_MCF7_24H_X1,H21,57,18,7.7,11.09,57,BRD-K81332461,MUC.CP008_MCF7_24H_X1_B34:H21,trt_cp,MCF7,1.0,18.7627,2214.0,,,MUC,maxacalcitol
b41,0.5,0.5,uM,0.5 uM,24.0,24 h,h,MCF7,BRD-K28731095,LKCP001_MCF7_24H_X1_B41,E20,LKCP001_MCF7_24H_X1,E20,90,13,6.9,14.64,54,BRD-K28731095,LKCP001_MCF7_24H_X1_B41:E20,trt_cp,MCF7,1.0,15.7974,4289.0,,,LKCP,calcitriol
b41,0.5,0.5,uM,0.5 uM,24.0,24 h,h,A549,BRD-K28731095,LKCP001_A549_24H_X1.A2_B41,E20,LKCP001_A549_24H_X1.A2,E20,72,14,6.9,12.34,56,BRD-K28731095,LKCP001_A549_24H_X1.A2_B41:E20,trt_cp,A549,1.0,17.1347,5089.0,,,LKCP,calcitriol
b41,0.5,0.5,uM,0.5 uM,24.0,24 h,h,A549,BRD-K28731095,LKCP002_A549_24H_X5_B41,N20,LKCP002_A549_24H_X5,N20,93,12,7.8,12.99,54,BRD-K28731095,LKCP002_A549_24H_X5_B41:N20,trt_cp,A549,1.0,17.6914,4529.0,,,LKCP,calcitriol
b40,0.5,0.5,uM,0.5 uM,24.0,24 h,h,A549,BRD-K28731095,LKCP001_A549_24H_X2_B40,E20,LKCP001_A549_24H_X2,E20,93,12,6.4,12.61,53,BRD-K28731095,LKCP001_A549_24H_X2_B40:E20,trt_cp,A549,1.0,32.2115,5025.0,,,LKCP,calcitriol
b41,0.5,0.5,uM,0.5 uM,24.0,24 h,h,U2OS,BRD-K28731095,LKCP002_U2OS_24H_X2.A2_B41,N20,LKCP002_U2OS_24H_X2.A2,N20,90,13,5.7,11.14,57,BRD-K28731095,LKCP002_U2OS_24H_X2.A2_B41:N20,trt_cp,U2OS,1.0,13.8173,3744.5,,,LKCP,calcitriol
b41,0.05,0.05,uM,0.05 uM,24.0,24 h,h,MCF7,BRD-K28731095,LKCP001_MCF7_24H_X4_B41,E21,LKCP001_MCF7_24H_X4,E21,120,12,7.8,12.88,54,BRD-K28731095,LKCP001_MCF7_24H_X4_B41:E21,trt_cp,MCF7,1.0,15.5567,4387.0,,,LKCP,calcitriol
b41,0.05,0.05,uM,0.05 uM,24.0,24 h,h,MCF7,BRD-K28731095,LKCP002_MCF7_24H_X1_B41,N21,LKCP002_MCF7_24H_X1,N21,80,15,8.4,14.0,55,BRD-K28731095,LKCP002_MCF7_24H_X1_B41:N21,trt_cp,MCF7,1.0,24.0,2040.0,,,LKCP,calcitriol
b34,0.5,0.555556,uM,0.5 uM,24.0,24 h,h,MCF7,BRD-K81332461,MUC.CP008_MCF7_24H_X2_B34,H21,MUC.CP008_MCF7_24H_X2,H21,85,15,6.5,10.77,58,BRD-K81332461,MUC.CP008_MCF7_24H_X2_B34:H21,trt_cp,MCF7,1.0,17.974,2417.5,,,MUC,maxacalcitol
b34,0.2,0.185185,uM,0.2 uM,24.0,24 h,h,MCF7,BRD-K81332461,MUC.CP008_MCF7_24H_X3_B34,H22,MUC.CP008_MCF7_24H_X3,H22,89,17,6.5,9.73,58,BRD-K81332461,MUC.CP008_MCF7_24H_X3_B34:H22,trt_cp,MCF7,1.0,19.3162,2627.0,,,MUC,maxacalcitol
b34,0.2,0.185185,uM,0.2 uM,24.0,24 h,h,HA1E,BRD-K81332461,MUC.CP008_HA1E_24H_X2_B34,H22,MUC.CP008_HA1E_24H_X2,H22,98,14,6.5,10.65,56,BRD-K81332461,MUC.CP008_HA1E_24H_X2_B34:H22,trt_cp,HA1E,1.0,19.6126,2177.0,,,MUC,maxacalcitol
b41,0.5,0.5,uM,0.5 uM,24.0,24 h,h,MCF7,BRD-K28731095,LKCP002_MCF7_24H_X3.A2_B41,N20,LKCP002_MCF7_24H_X3.A2,N20,92,13,7.1,16.65,61,BRD-K28731095,LKCP002_MCF7_24H_X3.A2_B41:N20,trt_cp,MCF7,0.0,14.1935,3520.0,,qc_iqr,LKCP,calcitriol
b41,0.05,0.05,uM,0.05 uM,24.0,24 h,h,A549,BRD-K28731095,LKCP002_A549_24H_X3.A2_B41,N21,LKCP002_A549_24H_X3.A2,N21,87,15,6.5,12.13,58,BRD-K28731095,LKCP002_A549_24H_X3.A2_B41:N21,trt_cp,A549,1.0,12.6395,5435.0,,,LKCP,calcitriol
b41,0.05,0.05,uM,0.05 uM,24.0,24 h,h,MCF7,BRD-K28731095,LKCP001_MCF7_24H_X1_B41,E21,LKCP001_MCF7_24H_X1,E21,90,13,6.0,14.87,56,BRD-K28731095,LKCP001_MCF7_24H_X1_B41:E21,trt_cp,MCF7,1.0,10.0381,4748.0,,,LKCP,calcitriol
b34,0.02,0.0205761,uM,0.02 uM,24.0,24 h,h,MCF7,BRD-K81332461,MUC.CP008_MCF7_24H_X3_B34,H24,MUC.CP008_MCF7_24H_X3,H24,87,18,7.4,9.03,56,BRD-K81332461,MUC.CP008_MCF7_24H_X3_B34:H24,trt_cp,MCF7,1.0,23.4769,3052.0,,,MUC,maxacalcitol
b34,1.67,1.66667,uM,1.67 uM,24.0,24 h,h,MCF7,BRD-K81332461,MUC.CP008_MCF7_24H_X1_B34,H20,MUC.CP008_MCF7_24H_X1,H20,82,16,7.2,9.37,57,BRD-K81332461,MUC.CP008_MCF7_24H_X1_B34:H20,trt_cp,MCF7,1.0,23.799,2427.5,,,MUC,maxacalcitol
b34,0.06,0.0617284,uM,0.06 uM,24.0,24 h,h,HA1E,BRD-K81332461,MUC.CP008_HA1E_24H_X3_B34,H23,MUC.CP008_HA1E_24H_X3,H23,89,16,5.7,9.61,57,BRD-K81332461,MUC.CP008_HA1E_24H_X3_B34:H23,trt_cp,HA1E,1.0,22.9901,2322.0,,,MUC,maxacalcitol
b34,0.06,0.0617284,uM,0.06 uM,24.0,24 h,h,MCF7,BRD-K81332461,MUC.CP008_MCF7_24H_X2_B34,H23,MUC.CP008_MCF7_24H_X2,H23,85,15,6.1,9.79,57,BRD-K81332461,MUC.CP008_MCF7_24H_X2_B34:H23,trt_cp,MCF7,1.0,22.5914,2903.0,,,MUC,maxacalcitol
b41,0.05,0.05,uM,0.05 uM,24.0,24 h,h,U2OS,BRD-K28731095,LKCP001_U2OS_24H_X1.A2_B41,E21,LKCP001_U2OS_24H_X1.A2,E21,84,14,5.8,11.21,57,BRD-K28731095,LKCP001_U2OS_24H_X1.A2_B41:E21,trt_cp,U2OS,1.0,6.94034,4886.0,,,LKCP,calcitriol
b34,0.06,0.0617284,uM,0.06 uM,24.0,24 h,h,MCF7,BRD-K81332461,MUC.CP008_MCF7_24H_X1_B34,H23,MUC.CP008_MCF7_24H_X1,H23,70,16,7.0,10.25,58,BRD-K81332461,MUC.CP008_MCF7_24H_X1_B34:H23,trt_cp,MCF7,1.0,18.6758,2736.0,,,MUC,maxacalcitol
b34,1.67,1.66667,uM,1.67 uM,24.0,24 h,h,HA1E,BRD-K81332461,MUC.CP008_HA1E_24H_X3_B34,H20,MUC.CP008_HA1E_24H_X3,H20,82,17,5.9,12.03,59,BRD-K81332461,MUC.CP008_HA1E_24H_X3_B34:H20,trt_cp,HA1E,1.0,17.8644,2108.0,,,MUC,maxacalcitol
b41,0.5,0.5,uM,0.5 uM,24.0,24 h,h,U2OS,BRD-K28731095,LKCP002_U2OS_24H_X5_B41,N20,LKCP002_U2OS_24H_X5,N20,85,15,5.5,15.91,62,BRD-K28731095,LKCP002_U2OS_24H_X5_B41:N20,trt_cp,U2OS,0.0,18.9425,824.0,,"inv_level_10,qc_iqr",LKCP,calcitriol
b40,0.05,0.05,uM,0.05 uM,24.0,24 h,h,A549,BRD-K28731095,LKCP001_A549_24H_X2_B40,E21,LKCP001_A549_24H_X2,E21,92,13,5.9,12.09,54,BRD-K28731095,LKCP001_A549_24H_X2_B40:E21,trt_cp,A549,1.0,26.9192,5330.0,,,LKCP,calcitriol
b41,0.05,0.05,uM,0.05 uM,24.0,24 h,h,U2OS,BRD-K28731095,LKCP002_U2OS_24H_X4_B41,N21,LKCP002_U2OS_24H_X4,N21,86,14,5.6,13.79,56,BRD-K28731095,LKCP002_U2OS_24H_X4_B41:N21,trt_cp,U2OS,1.0,12.3172,4465.0,,,LKCP,calcitriol
b41,0.05,0.05,uM,0.05 uM,24.0,24 h,h,MCF7,BRD-K28731095,LKCP002_MCF7_24H_X4_B41,N21,LKCP002_MCF7_24H_X4,N21,117,12,6.0,13.49,57,BRD-K28731095,LKCP002_MCF7_24H_X4_B41:N21,trt_cp,MCF7,1.0,11.8241,4706.0,,,LKCP,calcitriol
b40,0.05,0.05,uM,0.05 uM,24.0,24 h,h,A549,BRD-K28731095,LKCP001_A549_24H_X5_B40,E21,LKCP001_A549_24H_X5,E21,88,13,7.0,12.75,53,BRD-K28731095,LKCP001_A549_24H_X5_B40:E21,trt_cp,A549,1.0,30.3683,4783.0,,,LKCP,calcitriol
b41,0.5,0.5,uM,0.5 uM,24.0,24 h,h,U2OS,BRD-K28731095,LKCP001_U2OS_24H_X3_B41,E20,LKCP001_U2OS_24H_X3,E20,79,13,6.4,16.63,56,BRD-K28731095,LKCP001_U2OS_24H_X3_B41:E20,trt_cp,U2OS,0.0,17.6746,3694.0,,qc_iqr,LKCP,calcitriol
b34,0.2,0.185185,uM,0.2 uM,24.0,24 h,h,HA1E,BRD-K81332461,MUC.CP008_HA1E_24H_X3_B34,H22,MUC.CP008_HA1E_24H_X3,H22,96,18,5.2,10.54,58,BRD-K81332461,MUC.CP008_HA1E_24H_X3_B34:H22,trt_cp,HA1E,1.0,19.1714,2348.5,,,MUC,maxacalcitol
b41,0.5,0.5,uM,0.5 uM,24.0,24 h,h,A549,BRD-K28731095,LKCP002_A549_24H_X3.A2_B41,N20,LKCP002_A549_24H_X3.A2,N20,91,14,6.6,11.65,58,BRD-K28731095,LKCP002_A549_24H_X3.A2_B41:N20,trt_cp,A549,1.0,11.9126,5182.0,,,LKCP,calcitriol
b41,0.05,0.05,uM,0.05 uM,24.0,24 h,h,A549,BRD-K28731095,LKCP002_A549_24H_X4_B41,N21,LKCP002_A549_24H_X4,N21,113,13,6.5,16.83,56,BRD-K28731095,LKCP002_A549_24H_X4_B41:N21,trt_cp,A549,0.0,0.0,0.0,,,LKCP,calcitriol
b41,0.05,0.05,uM,0.05 uM,24.0,24 h,h,MCF7,BRD-K28731095,LKCP002_MCF7_24H_X2_B41,N21,LKCP002_MCF7_24H_X2,N21,83,14,7.2,13.86,55,BRD-K28731095,LKCP002_MCF7_24H_X2_B41:N21,trt_cp,MCF7,1.0,12.7852,3810.0,,,LKCP,calcitriol
b41,0.05,0.05,uM,0.05 uM,24.0,24 h,h,A549,BRD-K28731095,LKCP002_A549_24H_X2_B41,N21,LKCP002_A549_24H_X2,N21,59,16,6.4,13.22,55,BRD-K28731095,LKCP002_A549_24H_X2_B41:N21,trt_cp,A549,1.0,23.0578,4588.5,,,LKCP,calcitriol
b34,0.2,0.185185,uM,0.2 uM,24.0,24 h,h,MCF7,BRD-K81332461,MUC.CP008_MCF7_24H_X1_B34,H22,MUC.CP008_MCF7_24H_X1,H22,88,15,6.7,10.41,59,BRD-K81332461,MUC.CP008_MCF7_24H_X1_B34:H22,trt_cp,MCF7,1.0,16.497,2722.0,,,MUC,maxacalcitol
b41,0.05,0.05,uM,0.05 uM,24.0,24 h,h,MCF7,BRD-K28731095,LKCP002_MCF7_24H_X3.A2_B41,N21,LKCP002_MCF7_24H_X3.A2,N21,96,13,7.2,13.92,62,BRD-K28731095,LKCP002_MCF7_24H_X3.A2_B41:N21,trt_cp,MCF7,1.0,13.2203,4171.0,,,LKCP,calcitriol
b41,0.05,0.05,uM,0.05 uM,24.0,24 h,h,U2OS,BRD-K28731095,LKCP001_U2OS_24H_X2.A2_B41,E21,LKCP001_U2OS_24H_X2.A2,E21,86,13,5.3,11.18,56,BRD-K28731095,LKCP001_U2OS_24H_X2.A2_B41:E21,trt_cp,U2OS,1.0,12.5098,4785.0,,,LKCP,calcitriol
b34,0.02,0.0205761,uM,0.02 uM,24.0,24 h,h,HA1E,BRD-K81332461,MUC.CP008_HA1E_24H_X2_B34,H24,MUC.CP008_HA1E_24H_X2,H24,103,14,5.8,10.13,57,BRD-K81332461,MUC.CP008_HA1E_24H_X2_B34:H24,trt_cp,HA1E,1.0,14.7634,1934.0,,,MUC,maxacalcitol
b41,0.5,0.5,uM,0.5 uM,24.0,24 h,h,A549,BRD-K28731095,LKCP002_A549_24H_X2_B41,N20,LKCP002_A549_24H_X2,N20,94,13,6.1,13.5,54,BRD-K28731095,LKCP002_A549_24H_X2_B41:N20,trt_cp,A549,1.0,20.9625,5031.0,,,LKCP,calcitriol
b34,0.5,0.555556,uM,0.5 uM,24.0,24 h,h,HA1E,BRD-K81332461,MUC.CP008_HA1E_24H_X1_B34,H21,MUC.CP008_HA1E_24H_X1,H21,91,15,5.7,9.64,59,BRD-K81332461,MUC.CP008_HA1E_24H_X1_B34:H21,trt_cp,HA1E,1.0,11.0926,2995.0,,,MUC,maxacalcitol
b41,0.05,0.05,uM,0.05 uM,24.0,24 h,h,U2OS,BRD-K28731095,LKCP001_U2OS_24H_X3_B41,E21,LKCP001_U2OS_24H_X3,E21,83,13,5.7,13.51,57,BRD-K28731095,LKCP001_U2OS_24H_X3_B41:E21,trt_cp,U2OS,1.0,9.05526,5080.0,,,LKCP,calcitriol
b41,0.05,0.05,uM,0.05 uM,24.0,24 h,h,U2OS,BRD-K28731095,LKCP002_U2OS_24H_X2.A2_B41,N21,LKCP002_U2OS_24H_X2.A2,N21,96,13,6.8,10.35,57,BRD-K28731095,LKCP002_U2OS_24H_X2.A2_B41:N21,trt_cp,U2OS,1.0,14.6524,3582.5,,,LKCP,calcitriol
b34,1.67,1.66667,uM,1.67 uM,24.0,24 h,h,HA1E,BRD-K81332461,MUC.CP008_HA1E_24H_X2_B34,H20,MUC.CP008_HA1E_24H_X2,H20,88,15,6.6,10.56,58,BRD-K81332461,MUC.CP008_HA1E_24H_X2_B34:H20,trt_cp,HA1E,1.0,16.3537,2543.0,,,MUC,maxacalcitol
b40,0.5,0.5,uM,0.5 uM,24.0,24 h,h,A549,BRD-K28731095,LKCP001_A549_24H_X5_B40,E20,LKCP001_A549_24H_X5,E20,110,12,6.0,13.42,53,BRD-K28731095,LKCP001_A549_24H_X5_B40:E20,trt_cp,A549,1.0,36.6053,4173.0,,,LKCP,calcitriol
b34,1.67,1.66667,uM,1.67 uM,24.0,24 h,h,HA1E,BRD-K81332461,MUC.CP008_HA1E_24H_X1_B34,H20,MUC.CP008_HA1E_24H_X1,H20,97,16,5.7,9.82,57,BRD-K81332461,MUC.CP008_HA1E_24H_X1_B34:H20,trt_cp,HA1E,1.0,11.1751,3095.5,,,MUC,maxacalcitol
b41,0.5,0.5,uM,0.5 uM,24.0,24 h,h,MCF7,BRD-K28731095,LKCP001_MCF7_24H_X3.A2_B41,E20,LKCP001_MCF7_24H_X3.A2,E20,83,13,6.9,12.14,57,BRD-K28731095,LKCP001_MCF7_24H_X3.A2_B41:E20,trt_cp,MCF7,1.0,14.6414,3572.5,,,LKCP,calcitriol
b41,0.05,0.05,uM,0.05 uM,24.0,24 h,h,U2OS,BRD-K28731095,LKCP002_U2OS_24H_X3_B41,N21,LKCP002_U2OS_24H_X3,N21,70,15,5.5,13.51,56,BRD-K28731095,LKCP002_U2OS_24H_X3_B41:N21,trt_cp,U2OS,1.0,10.2616,4197.0,,,LKCP,calcitriol
b41,0.5,0.5,uM,0.5 uM,24.0,24 h,h,U2OS,BRD-K28731095,LKCP001_U2OS_24H_X2.A2_B41,E20,LKCP001_U2OS_24H_X2.A2,E20,88,13,4.9,11.1,57,BRD-K28731095,LKCP001_U2OS_24H_X2.A2_B41:E20,trt_cp,U2OS,1.0,13.0535,4392.5,,,LKCP,calcitriol
b34,0.06,0.0617284,uM,0.06 uM,24.0,24 h,h,HA1E,BRD-K81332461,MUC.CP008_HA1E_24H_X2_B34,H23,MUC.CP008_HA1E_24H_X2,H23,108,14,5.5,9.83,58,BRD-K81332461,MUC.CP008_HA1E_24H_X2_B34:H23,trt_cp,HA1E,1.0,12.8889,2552.0,,,MUC,maxacalcitol
b41,0.5,0.5,uM,0.5 uM,24.0,24 h,h,U2OS,BRD-K28731095,LKCP001_U2OS_24H_X1.A2_B41,E20,LKCP001_U2OS_24H_X1.A2,E20,79,14,4.8,11.2,56,BRD-K28731095,LKCP001_U2OS_24H_X1.A2_B41:E20,trt_cp,U2OS,0.0,14.2112,4576.0,,qc_f_logp,LKCP,calcitriol
b41,0.5,0.5,uM,0.5 uM,24.0,24 h,h,U2OS,BRD-K28731095,LKCP001_U2OS_24H_X5_B41,E20,LKCP001_U2OS_24H_X5,E20,87,13,4.8,13.43,56,BRD-K28731095,LKCP001_U2OS_24H_X5_B41:E20,trt_cp,U2OS,0.0,34.82,1741.0,,qc_f_logp,LKCP,calcitriol
b34,0.5,0.555556,uM,0.5 uM,24.0,24 h,h,HA1E,BRD-K81332461,MUC.CP008_HA1E_24H_X3_B34,H21,MUC.CP008_HA1E_24H_X3,H21,86,17,5.4,10.4,57,BRD-K81332461,MUC.CP008_HA1E_24H_X3_B34:H21,trt_cp,HA1E,1.0,17.024,2128.0,,,MUC,maxacalcitol
b41,0.05,0.05,uM,0.05 uM,24.0,24 h,h,U2OS,BRD-K28731095,LKCP001_U2OS_24H_X5_B41,E21,LKCP001_U2OS_24H_X5,E21,98,12,5.5,13.96,54,BRD-K28731095,LKCP001_U2OS_24H_X5_B41:E21,trt_cp,U2OS,1.0,20.616,4886.0,,,LKCP,calcitriol
b34,0.02,0.0205761,uM,0.02 uM,24.0,24 h,h,HA1E,BRD-K81332461,MUC.CP008_HA1E_24H_X3_B34,H24,MUC.CP008_HA1E_24H_X3,H24,92,17,6.3,10.24,57,BRD-K81332461,MUC.CP008_HA1E_24H_X3_B34:H24,trt_cp,HA1E,1.0,18.5439,2114.0,,,MUC,maxacalcitol
b34,0.02,0.0205761,uM,0.02 uM,24.0,24 h,h,MCF7,BRD-K81332461,MUC.CP008_MCF7_24H_X2_B34,H24,MUC.CP008_MCF7_24H_X2,H24,81,15,6.6,9.23,58,BRD-K81332461,MUC.CP008_MCF7_24H_X2_B34:H24,trt_cp,MCF7,1.0,20.725,2487.0,,,MUC,maxacalcitol
b41,0.05,0.05,uM,0.05 uM,24.0,24 h,h,MCF7,BRD-K28731095,LKCP001_MCF7_24H_X5.A2_B41,E21,LKCP001_MCF7_24H_X5.A2,E21,100,12,5.9,11.94,57,BRD-K28731095,LKCP001_MCF7_24H_X5.A2_B41:E21,trt_cp,MCF7,1.0,20.7716,3365.0,,,LKCP,calcitriol
b40,0.5,0.5,uM,0.5 uM,24.0,24 h,h,A549,BRD-K28731095,LKCP001_A549_24H_X3_B40,E20,LKCP001_A549_24H_X3,E20,102,13,6.6,12.04,55,BRD-K28731095,LKCP001_A549_24H_X3_B40:E20,trt_cp,A549,1.0,22.3664,5189.0,,,LKCP,calcitriol
b34,0.5,0.555556,uM,0.5 uM,24.0,24 h,h,MCF7,BRD-K81332461,MUC.CP008_MCF7_24H_X3_B34,H21,MUC.CP008_MCF7_24H_X3,H21,91,18,5.7,8.06,56,BRD-K81332461,MUC.CP008_MCF7_24H_X3_B34:H21,trt_cp,MCF7,1.0,21.8893,2966.0,,,MUC,maxacalcitol
b41,0.05,0.05,uM,0.05 uM,24.0,24 h,h,U2OS,BRD-K28731095,LKCP002_U2OS_24H_X5_B41,N21,LKCP002_U2OS_24H_X5,N21,76,14,5.9,14.7,56,BRD-K28731095,LKCP002_U2OS_24H_X5_B41:N21,trt_cp,U2OS,1.0,11.5557,3784.5,,,LKCP,calcitriol
b41,0.5,0.5,uM,0.5 uM,24.0,24 h,h,A549,BRD-K28731095,LKCP002_A549_24H_X4_B41,N20,LKCP002_A549_24H_X4,N20,110,12,6.1,13.14,55,BRD-K28731095,LKCP002_A549_24H_X4_B41:N20,trt_cp,A549,1.0,0.0,0.0,,,LKCP,calcitriol
b41,0.5,0.5,uM,0.5 uM,24.0,24 h,h,MCF7,BRD-K28731095,LKCP002_MCF7_24H_X1_B41,N20,LKCP002_MCF7_24H_X1,N20,73,15,8.0,14.71,55,BRD-K28731095,LKCP002_MCF7_24H_X1_B41:N20,trt_cp,MCF7,1.0,23.7912,2165.0,,,LKCP,calcitriol
b41,0.5,0.5,uM,0.5 uM,24.0,24 h,h,MCF7,BRD-K28731095,LKCP001_MCF7_24H_X4_B41,E20,LKCP001_MCF7_24H_X4,E20,103,13,7.7,14.28,54,BRD-K28731095,LKCP001_MCF7_24H_X4_B41:E20,trt_cp,MCF7,1.0,16.6917,4006.0,,,LKCP,calcitriol
b41,0.5,0.5,uM,0.5 uM,24.0,24 h,h,U2OS,BRD-K28731095,LKCP002_U2OS_24H_X4_B41,N20,LKCP002_U2OS_24H_X4,N20,104,12,6.2,12.43,55,BRD-K28731095,LKCP002_U2OS_24H_X4_B41:N20,trt_cp,U2OS,1.0,16.1831,4507.0,,,LKCP,calcitriol
b34,1.67,1.66667,uM,1.67 uM,24.0,24 h,h,MCF7,BRD-K81332461,MUC.CP008_MCF7_24H_X3_B34,H20,MUC.CP008_MCF7_24H_X3,H20,79,18,7.7,9.07,54,BRD-K81332461,MUC.CP008_MCF7_24H_X3_B34:H20,trt_cp,MCF7,1.0,33.2659,2877.5,,,MUC,maxacalcitol
b41,0.5,0.5,uM,0.5 uM,24.0,24 h,h,MCF7,BRD-K28731095,LKCP001_MCF7_24H_X5.A2_B41,E20,LKCP001_MCF7_24H_X5.A2,E20,94,13,6.2,11.53,56,BRD-K28731095,LKCP001_MCF7_24H_X5.A2_B41:E20,trt_cp,MCF7,1.0,20.8592,2962.0,,,LKCP,calcitriol
b41,0.5,0.5,uM,0.5 uM,24.0,24 h,h,MCF7,BRD-K28731095,LKCP002_MCF7_24H_X4_B41,N20,LKCP002_MCF7_24H_X4,N20,112,12,6.1,11.4,56,BRD-K28731095,LKCP002_MCF7_24H_X4_B41:N20,trt_cp,MCF7,1.0,14.1761,4990.0,,,LKCP,calcitriol
b40,0.5,0.5,uM,0.5 uM,24.0,24 h,h,A549,BRD-K28731095,LKCP001_A549_24H_X4_B40,E20,LKCP001_A549_24H_X4,E20,79,14,5.7,13.54,57,BRD-K28731095,LKCP001_A549_24H_X4_B40:E20,trt_cp,A549,1.0,10.8588,5614.0,,,LKCP,calcitriol
b34,0.06,0.0617284,uM,0.06 uM,24.0,24 h,h,MCF7,BRD-K81332461,MUC.CP008_MCF7_24H_X3_B34,H23,MUC.CP008_MCF7_24H_X3,H23,89,18,6.9,9.56,56,BRD-K81332461,MUC.CP008_MCF7_24H_X3_B34:H23,trt_cp,MCF7,1.0,26.8173,2789.0,,,MUC,maxacalcitol
b41,0.05,0.05,uM,0.05 uM,24.0,24 h,h,MCF7,BRD-K28731095,LKCP001_MCF7_24H_X3.A2_B41,E21,LKCP001_MCF7_24H_X3.A2,E21,82,14,6.7,12.13,58,BRD-K28731095,LKCP001_MCF7_24H_X3.A2_B41:E21,trt_cp,MCF7,1.0,15.9093,3245.5,,,LKCP,calcitriol
b41,0.05,0.05,uM,0.05 uM,24.0,24 h,h,A549,BRD-K28731095,LKCP001_A549_24H_X1.A2_B41,E21,LKCP001_A549_24H_X1.A2,E21,72,14,6.3,13.16,58,BRD-K28731095,LKCP001_A549_24H_X1.A2_B41:E21,trt_cp,A549,1.0,14.9884,5186.0,,,LKCP,calcitriol
b34,0.2,0.185185,uM,0.2 uM,24.0,24 h,h,HA1E,BRD-K81332461,MUC.CP008_HA1E_24H_X1_B34,H22,MUC.CP008_HA1E_24H_X1,H22,101,15,5.6,9.95,59,BRD-K81332461,MUC.CP008_HA1E_24H_X1_B34:H22,trt_cp,HA1E,1.0,8.9064,2712.0,,,MUC,maxacalcitol
b41,0.05,0.05,uM,0.05 uM,24.0,24 h,h,U2OS,BRD-K28731095,LKCP001_U2OS_24H_X4_B41,E21,LKCP001_U2OS_24H_X4,E21,94,13,6.4,11.98,54,BRD-K28731095,LKCP001_U2OS_24H_X4_B41:E21,trt_cp,U2OS,1.0,8.84422,5280.0,,,LKCP,calcitriol
b34,0.02,0.0205761,uM,0.02 uM,24.0,24 h,h,HA1E,BRD-K81332461,MUC.CP008_HA1E_24H_X1_B34,H24,MUC.CP008_HA1E_24H_X1,H24,102,16,5.9,10.63,60,BRD-K81332461,MUC.CP008_HA1E_24H_X1_B34:H24,trt_cp,HA1E,1.0,9.03763,3362.0,,,MUC,maxacalcitol
b41,0.5,0.5,uM,0.5 uM,24.0,24 h,h,U2OS,BRD-K28731095,LKCP002_U2OS_24H_X1_B41,N20,LKCP002_U2OS_24H_X1,N20,96,12,6.1,13.27,55,BRD-K28731095,LKCP002_U2OS_24H_X1_B41:N20,trt_cp,U2OS,1.0,12.416,4879.5,,,LKCP,calcitriol
b41,0.5,0.5,uM,0.5 uM,24.0,24 h,h,MCF7,BRD-K28731095,LKCP002_MCF7_24H_X5_B41,N20,LKCP002_MCF7_24H_X5,N20,83,13,6.3,13.09,55,BRD-K28731095,LKCP002_MCF7_24H_X5_B41:N20,trt_cp,MCF7,1.0,20.4545,4275.0,,,LKCP,calcitriol
b41,0.5,0.5,uM,0.5 uM,24.0,24 h,h,U2OS,BRD-K28731095,LKCP002_U2OS_24H_X3_B41,N20,LKCP002_U2OS_24H_X3,N20,70,14,6.5,19.97,57,BRD-K28731095,LKCP002_U2OS_24H_X3_B41:N20,trt_cp,U2OS,0.0,13.9606,3190.0,,qc_iqr,LKCP,calcitriol
b41,0.05,0.05,uM,0.05 uM,24.0,24 h,h,U2OS,BRD-K28731095,LKCP002_U2OS_24H_X1_B41,N21,LKCP002_U2OS_24H_X1,N21,95,11,5.1,12.79,55,BRD-K28731095,LKCP002_U2OS_24H_X1_B41:N21,trt_cp,U2OS,1.0,10.5021,5062.0,,,LKCP,calcitriol
b41,0.5,0.5,uM,0.5 uM,24.0,24 h,h,U2OS,BRD-K28731095,LKCP001_U2OS_24H_X4_B41,E20,LKCP001_U2OS_24H_X4,E20,71,15,6.1,12.87,54,BRD-K28731095,LKCP001_U2OS_24H_X4_B41:E20,trt_cp,U2OS,1.0,8.95088,4556.0,,,LKCP,calcitriol
b34,0.06,0.0617284,uM,0.06 uM,24.0,24 h,h,HA1E,BRD-K81332461,MUC.CP008_HA1E_24H_X1_B34,H23,MUC.CP008_HA1E_24H_X1,H23,97,15,5.6,9.86,57,BRD-K81332461,MUC.CP008_HA1E_24H_X1_B34:H23,trt_cp,HA1E,1.0,13.426,2994.0,,,MUC,maxacalcitol
