bead_batch,nearest_dose,pert_dose,pert_dose_unit,pert_idose,pert_time,pert_itime,pert_time_unit,cell_mfc_name,pert_mfc_id,det_plate,det_well,rna_plate,rna_well,count_mean,count_cv,qc_f_logp,qc_iqr,qc_slope,pert_id,sample_id,pert_type,cell_iname,qc_pass,dyn_range,inv_level_10,build_name,failure_mode,project_code,cmap_name
b40,0.12,0.1,uM,0.12 uM,24.0,24 h,h,A549,BRD-K27316855,ASG003_A549_24H_X25_B40,G24,ASG003_A549_24H_X25,G24,93,14,6.2,14.52,55,BRD-K27316855,ASG003_A549_24H_X25_B40:G24,trt_cp,A549,1.0,20.2083,4850.0,,,ASG,calcitriol
b40,0.12,0.1,uM,0.12 uM,24.0,24 h,h,A549,BRD-K28456624,LKCP001_A549_24H_X3_B40,N12,LKCP001_A549_24H_X3,N12,95,13,5.7,13.82,57,BRD-K28456624,LKCP001_A549_24H_X3_B40:N12,trt_cp,A549,1.0,15.8361,4347.0,,,LKCP,seocalcitol
b34,0.12,0.1,uM,0.12 uM,24.0,24 h,h,A549,BRD-K56429665,ASG002_A549_24H_X2_B34,A24,ASG002_A549_24H_X2,A24,62,18,6.5,9.59,58,BRD-K56429665,ASG002_A549_24H_X2_B34:A24,trt_cp,A549,1.0,15.0235,3200.0,,,ASG,calcipotriol
b41,0.12,0.1,uM,0.12 uM,24.0,24 h,h,MCF7,BRD-K27316855,ASG003_MCF7_24H_X5_B41,G24,ASG003_MCF7_24H_X5,G24,95,13,6.1,12.7,55,BRD-K27316855,ASG003_MCF7_24H_X5_B41:G24,trt_cp,MCF7,1.0,18.786,4565.0,,,ASG,calcitriol
b41,0.12,0.1,uM,0.12 uM,24.0,24 h,h,MCF7,BRD-K84163249,LKCP001_MCF7_24H_X3.A2_B41,F09,LKCP001_MCF7_24H_X3.A2,F09,83,13,8.2,12.41,56,BRD-K84163249,LKCP001_MCF7_24H_X3.A2_B41:F09,trt_cp,MCF7,1.0,17.3367,3424.0,,,LKCP,ercalcitriol
b34,0.12,0.1,uM,0.12 uM,24.0,24 h,h,MCF7,BRD-K56429665,ASG002_MCF7_24H_X1_B34,A24,ASG002_MCF7_24H_X1,A24,70,16,8.8,9.24,54,BRD-K56429665,ASG002_MCF7_24H_X1_B34:A24,trt_cp,MCF7,1.0,26.8476,2819.0,,,ASG,calcipotriol
b34,0.12,0.1,uM,0.12 uM,24.0,24 h,h,MCF7,BRD-K27316855,ASG002_MCF7_24H_X6_B34,O09,ASG002_MCF7_24H_X6,O09,98,14,9.7,9.4,54,BRD-K27316855,ASG002_MCF7_24H_X6_B34:O09,trt_cp,MCF7,1.0,21.1906,2945.5,,,ASG,calcitriol
b41,0.12,0.100001,uM,0.12 uM,24.0,24 h,h,U2OS,BRD-K56429665,ASG003_U2OS_24H_X5_B41,G21,ASG003_U2OS_24H_X5,G21,96,12,4.4,11.07,56,BRD-K56429665,ASG003_U2OS_24H_X5_B41:G21,trt_cp,U2OS,0.0,13.5669,3242.5,,qc_f_logp,ASG,calcipotriol
b40,0.12,0.1,uM,0.12 uM,24.0,24 h,h,A549,BRD-K84163249,LKCP001_A549_24H_X3_B40,F09,LKCP001_A549_24H_X3,F09,84,14,6.2,15.18,54,BRD-K84163249,LKCP001_A549_24H_X3_B40:F09,trt_cp,A549,0.0,21.0121,4349.5,,qc_iqr,LKCP,ercalcitriol
b40,0.12,0.1,uM,0.12 uM,24.0,24 h,h,A549,BRD-K27316855,ASG003_A549_24H_X22_B40,G24,ASG003_A549_24H_X22,G24,116,12,6.1,13.68,54,BRD-K27316855,ASG003_A549_24H_X22_B40:G24,trt_cp,A549,1.0,25.1793,3651.0,,,ASG,calcitriol
b34,0.12,0.1,uM,0.12 uM,24.0,24 h,h,PC3,BRD-K56429665,ASG002_PC3_24H_X1_B34,A24,ASG002_PC3_24H_X1,A24,70,17,9.2,8.89,55,BRD-K56429665,ASG002_PC3_24H_X1_B34:A24,trt_cp,PC3,1.0,26.9,2421.0,,,ASG,calcipotriol
b41,0.12,0.1,uM,0.12 uM,24.0,24 h,h,U2OS,BRD-K73237276,LKCP001_U2OS_24H_X2.A2_B41,J24,LKCP001_U2OS_24H_X2.A2,J24,90,13,5.2,12.07,56,BRD-K73237276,LKCP001_U2OS_24H_X2.A2_B41:J24,trt_cp,U2OS,1.0,10.5141,4836.5,,,LKCP,tacalcitol
b34,0.12,0.1,uM,0.12 uM,24.0,24 h,h,PC3,BRD-K27316855,ASG002_PC3_24H_X2_B34,O09,ASG002_PC3_24H_X2,O09,89,16,7.3,8.74,56,BRD-K27316855,ASG002_PC3_24H_X2_B34:O09,trt_cp,PC3,1.0,18.1858,2691.5,,,ASG,calcitriol
b34,0.12,0.1,uM,0.12 uM,24.0,24 h,h,MCF7,BRD-K56429665,ASG002_MCF7_24H_X6_B34,A24,ASG002_MCF7_24H_X6,A24,98,14,7.8,10.51,56,BRD-K56429665,ASG002_MCF7_24H_X6_B34:A24,trt_cp,MCF7,1.0,19.6817,2844.0,,,ASG,calcipotriol
b34,0.12,0.1,uM,0.12 uM,24.0,24 h,h,MCF7,BRD-K27316855,ASG002_MCF7_24H_X3_B34,O09,ASG002_MCF7_24H_X3,O09,95,14,7.8,8.68,55,BRD-K27316855,ASG002_MCF7_24H_X3_B34:O09,trt_cp,MCF7,1.0,21.0476,2431.0,,,ASG,calcitriol
b40,0.12,0.1,uM,0.12 uM,24.0,24 h,h,A549,BRD-K28456624,LKCP001_A549_24H_X5_B40,N12,LKCP001_A549_24H_X5,N12,91,13,6.2,13.04,56,BRD-K28456624,LKCP001_A549_24H_X5_B40:N12,trt_cp,A549,1.0,15.2746,4895.5,,,LKCP,seocalcitol
b41,0.12,0.1,uM,0.12 uM,24.0,24 h,h,U2OS,BRD-K73237276,LKCP001_U2OS_24H_X4_B41,J24,LKCP001_U2OS_24H_X4,J24,60,17,7.4,13.39,56,BRD-K73237276,LKCP001_U2OS_24H_X4_B41:J24,trt_cp,U2OS,1.0,10.5035,4443.0,,,LKCP,tacalcitol
b41,0.12,0.1,uM,0.12 uM,24.0,24 h,h,U2OS,BRD-K73237276,LKCP001_U2OS_24H_X3_B41,J24,LKCP001_U2OS_24H_X3,J24,88,14,6.0,13.92,55,BRD-K73237276,LKCP001_U2OS_24H_X3_B41:J24,trt_cp,U2OS,1.0,16.913,3695.5,,,LKCP,tacalcitol
b41,0.12,0.1,uM,0.12 uM,24.0,24 h,h,U2OS,BRD-K28456624,LKCP001_U2OS_24H_X5_B41,N12,LKCP001_U2OS_24H_X5,N12,93,13,5.4,13.07,56,BRD-K28456624,LKCP001_U2OS_24H_X5_B41:N12,trt_cp,U2OS,1.0,14.2382,5439.0,,,LKCP,seocalcitol
b40,0.12,0.100001,uM,0.12 uM,24.0,24 h,h,A549,BRD-K56429665,ASG003_A549_24H_X23_B40,G21,ASG003_A549_24H_X23,G21,64,27,5.0,10.64,60,BRD-K56429665,ASG003_A549_24H_X23_B40:G21,trt_cp,A549,0.0,25.0816,1229.0,,"count_cv,inv_level_10",ASG,calcipotriol
b40,0.12,0.100001,uM,0.12 uM,24.0,24 h,h,A549,BRD-K56429665,ASG003_A549_24H_X25_B40,G21,ASG003_A549_24H_X25,G21,113,13,6.1,12.57,54,BRD-K56429665,ASG003_A549_24H_X25_B40:G21,trt_cp,A549,1.0,27.2258,5486.0,,,ASG,calcipotriol
b41,0.12,0.100001,uM,0.12 uM,24.0,24 h,h,MCF7,BRD-K56429665,ASG003_MCF7_24H_X1_B41,G21,ASG003_MCF7_24H_X1,G21,95,13,5.8,13.91,56,BRD-K56429665,ASG003_MCF7_24H_X1_B41:G21,trt_cp,MCF7,1.0,18.1705,3943.0,,,ASG,calcipotriol
b41,0.12,0.1,uM,0.12 uM,24.0,24 h,h,MCF7,BRD-K27316855,ASG003_MCF7_24H_X3.A2_B41,G24,ASG003_MCF7_24H_X3.A2,G24,103,11,5.9,11.28,58,BRD-K27316855,ASG003_MCF7_24H_X3.A2_B41:G24,trt_cp,MCF7,1.0,19.8598,3753.5,,,ASG,calcitriol
b41,0.12,0.1,uM,0.12 uM,24.0,24 h,h,A549,BRD-K84163249,LKCP001_A549_24H_X1.A2_B41,F09,LKCP001_A549_24H_X1.A2,F09,77,13,5.7,13.35,57,BRD-K84163249,LKCP001_A549_24H_X1.A2_B41:F09,trt_cp,A549,1.0,18.6051,4735.0,,,LKCP,ercalcitriol
b34,0.12,0.1,uM,0.12 uM,24.0,24 h,h,A549,BRD-K27316855,ASG002_A549_24H_X2_B34,O09,ASG002_A549_24H_X2,O09,74,15,6.4,9.84,57,BRD-K27316855,ASG002_A549_24H_X2_B34:O09,trt_cp,A549,1.0,23.0725,3022.5,,,ASG,calcitriol
b41,0.12,0.1,uM,0.12 uM,24.0,24 h,h,U2OS,BRD-K84163249,LKCP001_U2OS_24H_X3_B41,F09,LKCP001_U2OS_24H_X3,F09,79,14,5.1,15.8,57,BRD-K84163249,LKCP001_U2OS_24H_X3_B41:F09,trt_cp,U2OS,0.0,12.4867,3746.0,,qc_iqr,LKCP,ercalcitriol
b40,0.12,0.1,uM,0.12 uM,24.0,24 h,h,A549,BRD-K27316855,ASG003_A549_24H_X23_B40,G24,ASG003_A549_24H_X23,G24,63,28,5.9,12.19,56,BRD-K27316855,ASG003_A549_24H_X23_B40:G24,trt_cp,A549,0.0,36.9821,2071.0,,count_cv,ASG,calcitriol
b41,0.12,0.100001,uM,0.12 uM,24.0,24 h,h,U2OS,BRD-K56429665,ASG003_U2OS_24H_X3_B41,G21,ASG003_U2OS_24H_X3,G21,68,15,5.4,17.55,56,BRD-K56429665,ASG003_U2OS_24H_X3_B41:G21,trt_cp,U2OS,0.0,16.5562,2947.0,,qc_iqr,ASG,calcipotriol
b41,0.12,0.1,uM,0.12 uM,24.0,24 h,h,MCF7,BRD-K73237276,LKCP001_MCF7_24H_X4_B41,J24,LKCP001_MCF7_24H_X4,J24,99,13,10.0,13.26,55,BRD-K73237276,LKCP001_MCF7_24H_X4_B41:J24,trt_cp,MCF7,1.0,15.8344,2581.0,,,LKCP,tacalcitol
b34,0.12,0.1,uM,0.12 uM,24.0,24 h,h,A549,BRD-K27316855,ASG002_A549_24H_X3_B34,O09,ASG002_A549_24H_X3,O09,98,15,6.9,13.22,60,BRD-K27316855,ASG002_A549_24H_X3_B34:O09,trt_cp,A549,0.0,18.9587,1147.0,,inv_level_10,ASG,calcitriol
b41,0.12,0.1,uM,0.12 uM,24.0,24 h,h,MCF7,BRD-K27316855,ASG003_MCF7_24H_X1_B41,G24,ASG003_MCF7_24H_X1,G24,102,12,5.2,11.64,57,BRD-K27316855,ASG003_MCF7_24H_X1_B41:G24,trt_cp,MCF7,1.0,12.8742,3888.0,,,ASG,calcitriol
b41,0.12,0.100001,uM,0.12 uM,24.0,24 h,h,U2OS,BRD-K56429665,ASG003_U2OS_24H_X1_B41,G21,ASG003_U2OS_24H_X1,G21,93,14,5.1,12.11,57,BRD-K56429665,ASG003_U2OS_24H_X1_B41:G21,trt_cp,U2OS,1.0,9.77127,4421.5,,,ASG,calcipotriol
b38,0.12,0.1,uM,0.12 uM,24.0,24 h,h,PC3,BRD-K27316855,ASG002_PC3_24H_X6_B38,O09,ASG002_PC3_24H_X6,O09,88,15,6.6,10.6,55,BRD-K27316855,ASG002_PC3_24H_X6_B38:O09,trt_cp,PC3,1.0,29.4958,3510.0,,,ASG,calcitriol
b41,0.12,0.1,uM,0.12 uM,24.0,24 h,h,U2OS,BRD-K84163249,LKCP001_U2OS_24H_X1.A2_B41,F09,LKCP001_U2OS_24H_X1.A2,F09,74,16,5.9,12.46,57,BRD-K84163249,LKCP001_U2OS_24H_X1.A2_B41:F09,trt_cp,U2OS,1.0,8.89596,4403.5,,,LKCP,ercalcitriol
b40,0.12,0.1,uM,0.12 uM,24.0,24 h,h,A549,BRD-K84163249,LKCP001_A549_24H_X5_B40,F09,LKCP001_A549_24H_X5,F09,87,14,6.8,12.2,54,BRD-K84163249,LKCP001_A549_24H_X5_B40:F09,trt_cp,A549,1.0,30.6725,4355.5,,,LKCP,ercalcitriol
b41,0.12,0.1,uM,0.12 uM,24.0,24 h,h,U2OS,BRD-K28456624,LKCP001_U2OS_24H_X4_B41,N12,LKCP001_U2OS_24H_X4,N12,95,13,6.2,13.49,56,BRD-K28456624,LKCP001_U2OS_24H_X4_B41:N12,trt_cp,U2OS,1.0,9.92121,4911.0,,,LKCP,seocalcitol
b41,0.12,0.100001,uM,0.12 uM,24.0,24 h,h,MCF7,BRD-K56429665,ASG003_MCF7_24H_X5_B41,G21,ASG003_MCF7_24H_X5,G21,111,12,5.8,12.72,55,BRD-K56429665,ASG003_MCF7_24H_X5_B41:G21,trt_cp,MCF7,1.0,24.0376,4471.0,,,ASG,calcipotriol
b40,0.12,0.1,uM,0.12 uM,24.0,24 h,h,A549,BRD-K84163249,LKCP001_A549_24H_X2_B40,F09,LKCP001_A549_24H_X2,F09,83,13,6.4,13.39,54,BRD-K84163249,LKCP001_A549_24H_X2_B40:F09,trt_cp,A549,1.0,22.8049,5085.5,,,LKCP,ercalcitriol
b41,0.12,0.1,uM,0.12 uM,24.0,24 h,h,A549,BRD-K73237276,LKCP001_A549_24H_X1.A2_B41,J24,LKCP001_A549_24H_X1.A2,J24,90,12,5.2,10.18,59,BRD-K73237276,LKCP001_A549_24H_X1.A2_B41:J24,trt_cp,A549,1.0,20.5665,2396.0,,,LKCP,tacalcitol
b34,0.12,0.1,uM,0.12 uM,24.0,24 h,h,PC3,BRD-K27316855,ASG002_PC3_24H_X1_B34,O09,ASG002_PC3_24H_X1,O09,85,16,8.5,8.7,55,BRD-K27316855,ASG002_PC3_24H_X1_B34:O09,trt_cp,PC3,1.0,29.6556,2669.0,,,ASG,calcitriol
b40,0.12,0.1,uM,0.12 uM,24.0,24 h,h,A549,BRD-K73237276,LKCP001_A549_24H_X5_B40,J24,LKCP001_A549_24H_X5,J24,94,13,6.7,13.25,54,BRD-K73237276,LKCP001_A549_24H_X5_B40:J24,trt_cp,A549,1.0,28.9105,4524.5,,,LKCP,tacalcitol
b41,0.12,0.1,uM,0.12 uM,24.0,24 h,h,MCF7,BRD-K73237276,LKCP001_MCF7_24H_X1_B41,J24,LKCP001_MCF7_24H_X1,J24,95,13,7.5,11.43,56,BRD-K73237276,LKCP001_MCF7_24H_X1_B41:J24,trt_cp,MCF7,1.0,9.23524,4770.0,,,LKCP,tacalcitol
b41,0.12,0.100001,uM,0.12 uM,24.0,24 h,h,MCF7,BRD-K56429665,ASG003_MCF7_24H_X2.A2_B41,G21,ASG003_MCF7_24H_X2.A2,G21,86,13,6.7,12.99,57,BRD-K56429665,ASG003_MCF7_24H_X2.A2_B41:G21,trt_cp,MCF7,1.0,15.972,3993.0,,,ASG,calcipotriol
b41,0.12,0.1,uM,0.12 uM,24.0,24 h,h,U2OS,BRD-K28456624,LKCP001_U2OS_24H_X3_B41,N12,LKCP001_U2OS_24H_X3,N12,88,13,4.7,12.66,55,BRD-K28456624,LKCP001_U2OS_24H_X3_B41:N12,trt_cp,U2OS,0.0,11.3757,4027.0,,qc_f_logp,LKCP,seocalcitol
b40,0.12,0.1,uM,0.12 uM,24.0,24 h,h,A549,BRD-K28456624,LKCP001_A549_24H_X4_B40,N12,LKCP001_A549_24H_X4,N12,85,13,5.8,12.03,54,BRD-K28456624,LKCP001_A549_24H_X4_B40:N12,trt_cp,A549,1.0,22.742,5333.0,,,LKCP,seocalcitol
b41,0.12,0.1,uM,0.12 uM,24.0,24 h,h,MCF7,BRD-K28456624,LKCP001_MCF7_24H_X1_B41,N12,LKCP001_MCF7_24H_X1,N12,86,14,6.1,14.18,56,BRD-K28456624,LKCP001_MCF7_24H_X1_B41:N12,trt_cp,MCF7,1.0,12.59,3777.0,,,LKCP,seocalcitol
b40,0.12,0.1,uM,0.12 uM,24.0,24 h,h,A549,BRD-K73237276,LKCP001_A549_24H_X4_B40,J24,LKCP001_A549_24H_X4,J24,81,15,5.7,14.46,55,BRD-K73237276,LKCP001_A549_24H_X4_B40:J24,trt_cp,A549,1.0,22.0045,4863.0,,,LKCP,tacalcitol
b41,0.12,0.1,uM,0.12 uM,24.0,24 h,h,U2OS,BRD-K27316855,ASG003_U2OS_24H_X3_B41,G24,ASG003_U2OS_24H_X3,G24,75,14,4.5,14.01,56,BRD-K27316855,ASG003_U2OS_24H_X3_B41:G24,trt_cp,U2OS,0.0,10.9565,2772.0,,qc_f_logp,ASG,calcitriol
b41,0.12,0.1,uM,0.12 uM,24.0,24 h,h,U2OS,BRD-K27316855,ASG003_U2OS_24H_X5_B41,G24,ASG003_U2OS_24H_X5,G24,86,14,4.9,12.75,57,BRD-K27316855,ASG003_U2OS_24H_X5_B41:G24,trt_cp,U2OS,1.0,9.42515,3148.0,,,ASG,calcitriol
b34,0.12,0.1,uM,0.12 uM,24.0,24 h,h,A549,BRD-K27316855,ASG002_A549_24H_X1_B34,O09,ASG002_A549_24H_X1,O09,82,15,9.7,9.71,57,BRD-K27316855,ASG002_A549_24H_X1_B34:O09,trt_cp,A549,1.0,22.4692,2921.0,,,ASG,calcitriol
b34,0.12,0.1,uM,0.12 uM,24.0,24 h,h,PC3,BRD-K56429665,ASG002_PC3_24H_X2_B34,A24,ASG002_PC3_24H_X2,A24,94,16,7.7,9.31,56,BRD-K56429665,ASG002_PC3_24H_X2_B34:A24,trt_cp,PC3,1.0,30.6,2295.0,,,ASG,calcipotriol
b41,0.12,0.1,uM,0.12 uM,24.0,24 h,h,U2OS,BRD-K73237276,LKCP001_U2OS_24H_X5_B41,J24,LKCP001_U2OS_24H_X5,J24,74,14,6.1,14.7,55,BRD-K73237276,LKCP001_U2OS_24H_X5_B41:J24,trt_cp,U2OS,1.0,12.3887,3506.0,,,LKCP,tacalcitol
b40,0.12,0.1,uM,0.12 uM,24.0,24 h,h,A549,BRD-K84163249,LKCP001_A549_24H_X4_B40,F09,LKCP001_A549_24H_X4,F09,91,13,5.8,14.66,54,BRD-K84163249,LKCP001_A549_24H_X4_B40:F09,trt_cp,A549,1.0,20.5556,4995.0,,,LKCP,ercalcitriol
b41,0.12,0.1,uM,0.12 uM,24.0,24 h,h,U2OS,BRD-K84163249,LKCP001_U2OS_24H_X2.A2_B41,F09,LKCP001_U2OS_24H_X2.A2,F09,84,13,5.9,12.44,58,BRD-K84163249,LKCP001_U2OS_24H_X2.A2_B41:F09,trt_cp,U2OS,1.0,11.5856,4333.0,,,LKCP,ercalcitriol
b38,0.12,0.1,uM,0.12 uM,24.0,24 h,h,PC3,BRD-K56429665,ASG002_PC3_24H_X6_B38,A24,ASG002_PC3_24H_X6,A24,80,14,6.9,10.5,54,BRD-K56429665,ASG002_PC3_24H_X6_B38:A24,trt_cp,PC3,1.0,27.4891,3793.5,,,ASG,calcipotriol
b40,0.12,0.100001,uM,0.12 uM,24.0,24 h,h,A549,BRD-K56429665,ASG003_A549_24H_X21_B40,G21,ASG003_A549_24H_X21,G21,107,12,6.7,13.16,55,BRD-K56429665,ASG003_A549_24H_X21_B40:G21,trt_cp,A549,1.0,18.5282,5910.5,,,ASG,calcipotriol
b41,0.12,0.1,uM,0.12 uM,24.0,24 h,h,MCF7,BRD-K27316855,ASG003_MCF7_24H_X2.A2_B41,G24,ASG003_MCF7_24H_X2.A2,G24,86,13,6.3,13.61,57,BRD-K27316855,ASG003_MCF7_24H_X2.A2_B41:G24,trt_cp,MCF7,1.0,18.0065,4177.5,,,ASG,calcitriol
b40,0.12,0.1,uM,0.12 uM,24.0,24 h,h,A549,BRD-K27316855,ASG003_A549_24H_X24_B40,G24,ASG003_A549_24H_X24,G24,132,12,6.0,12.97,54,BRD-K27316855,ASG003_A549_24H_X24_B40:G24,trt_cp,A549,1.0,24.9193,4784.5,,,ASG,calcitriol
b40,0.12,0.1,uM,0.12 uM,24.0,24 h,h,A549,BRD-K28456624,LKCP001_A549_24H_X2_B40,N12,LKCP001_A549_24H_X2,N12,86,13,6.8,11.45,58,BRD-K28456624,LKCP001_A549_24H_X2_B40:N12,trt_cp,A549,1.0,12.2537,4975.0,,,LKCP,seocalcitol
b41,0.12,0.1,uM,0.12 uM,24.0,24 h,h,MCF7,BRD-K28456624,LKCP001_MCF7_24H_X5.A2_B41,N12,LKCP001_MCF7_24H_X5.A2,N12,91,14,6.2,9.07,58,BRD-K28456624,LKCP001_MCF7_24H_X5.A2_B41:N12,trt_cp,MCF7,1.0,12.8169,2204.5,,,LKCP,seocalcitol
b34,0.12,0.1,uM,0.12 uM,24.0,24 h,h,A549,BRD-K56429665,ASG002_A549_24H_X3_B34,A24,ASG002_A549_24H_X3,A24,44,20,6.5,10.61,58,BRD-K56429665,ASG002_A549_24H_X3_B34:A24,trt_cp,A549,1.0,19.677,3168.0,,,ASG,calcipotriol
b34,0.12,0.1,uM,0.12 uM,24.0,24 h,h,MCF7,BRD-K56429665,ASG002_MCF7_24H_X3_B34,A24,ASG002_MCF7_24H_X3,A24,98,14,7.3,9.93,56,BRD-K56429665,ASG002_MCF7_24H_X3_B34:A24,trt_cp,MCF7,1.0,30.093,2588.0,,,ASG,calcipotriol
b41,0.12,0.1,uM,0.12 uM,24.0,24 h,h,MCF7,BRD-K84163249,LKCP001_MCF7_24H_X1_B41,F09,LKCP001_MCF7_24H_X1,F09,96,13,6.1,13.24,56,BRD-K84163249,LKCP001_MCF7_24H_X1_B41:F09,trt_cp,MCF7,1.0,11.1969,4008.5,,,LKCP,ercalcitriol
b41,0.12,0.1,uM,0.12 uM,24.0,24 h,h,U2OS,BRD-K73237276,LKCP001_U2OS_24H_X1.A2_B41,J24,LKCP001_U2OS_24H_X1.A2,J24,78,15,5.0,10.49,58,BRD-K73237276,LKCP001_U2OS_24H_X1.A2_B41:J24,trt_cp,U2OS,1.0,21.5408,2509.5,,,LKCP,tacalcitol
b41,0.12,0.1,uM,0.12 uM,24.0,24 h,h,MCF7,BRD-K28456624,LKCP001_MCF7_24H_X4_B41,N12,LKCP001_MCF7_24H_X4,N12,96,13,6.4,12.54,56,BRD-K28456624,LKCP001_MCF7_24H_X4_B41:N12,trt_cp,MCF7,1.0,25.1268,1784.0,,,LKCP,seocalcitol
b34,0.12,0.1,uM,0.12 uM,24.0,24 h,h,A549,BRD-K56429665,ASG002_A549_24H_X1_B34,A24,ASG002_A549_24H_X1,A24,75,16,8.1,9.01,56,BRD-K56429665,ASG002_A549_24H_X1_B34:A24,trt_cp,A549,1.0,28.2471,2457.5,,,ASG,calcipotriol
b40,0.12,0.100001,uM,0.12 uM,24.0,24 h,h,A549,BRD-K56429665,ASG003_A549_24H_X24_B40,G21,ASG003_A549_24H_X24,G21,102,12,7.4,12.04,54,BRD-K56429665,ASG003_A549_24H_X24_B40:G21,trt_cp,A549,1.0,26.2804,4967.0,,,ASG,calcipotriol
b41,0.12,0.1,uM,0.12 uM,24.0,24 h,h,U2OS,BRD-K27316855,ASG003_U2OS_24H_X2.A2_B41,G24,ASG003_U2OS_24H_X2.A2,G24,84,91,5.5,10.81,57,BRD-K27316855,ASG003_U2OS_24H_X2.A2_B41:G24,trt_cp,U2OS,0.0,12.9929,3677.0,,count_cv,ASG,calcitriol
b41,0.12,0.1,uM,0.12 uM,24.0,24 h,h,U2OS,BRD-K27316855,ASG003_U2OS_24H_X4.A2_B41,G24,ASG003_U2OS_24H_X4.A2,G24,100,12,5.6,11.97,57,BRD-K27316855,ASG003_U2OS_24H_X4.A2_B41:G24,trt_cp,U2OS,1.0,8.96645,4142.5,,,ASG,calcitriol
b34,0.12,0.1,uM,0.12 uM,24.0,24 h,h,MCF7,BRD-K27316855,ASG002_MCF7_24H_X1_B34,O09,ASG002_MCF7_24H_X1,O09,69,16,9.9,8.81,55,BRD-K27316855,ASG002_MCF7_24H_X1_B34:O09,trt_cp,MCF7,1.0,26.4602,2990.0,,,ASG,calcitriol
b41,0.12,0.1,uM,0.12 uM,24.0,24 h,h,A549,BRD-K28456624,LKCP001_A549_24H_X1.A2_B41,N12,LKCP001_A549_24H_X1.A2,N12,78,13,6.5,12.48,58,BRD-K28456624,LKCP001_A549_24H_X1.A2_B41:N12,trt_cp,A549,1.0,17.1134,5057.0,,,LKCP,seocalcitol
b40,0.12,0.1,uM,0.12 uM,24.0,24 h,h,A549,BRD-K73237276,LKCP001_A549_24H_X2_B40,J24,LKCP001_A549_24H_X2,J24,94,13,6.1,11.95,56,BRD-K73237276,LKCP001_A549_24H_X2_B40:J24,trt_cp,A549,1.0,22.0364,5443.0,,,LKCP,tacalcitol
b40,0.12,0.1,uM,0.12 uM,24.0,24 h,h,A549,BRD-K73237276,LKCP001_A549_24H_X3_B40,J24,LKCP001_A549_24H_X3,J24,104,12,6.3,13.73,55,BRD-K73237276,LKCP001_A549_24H_X3_B40:J24,trt_cp,A549,1.0,23.6345,5270.5,,,LKCP,tacalcitol
b41,0.12,0.1,uM,0.12 uM,24.0,24 h,h,MCF7,BRD-K28456624,LKCP001_MCF7_24H_X3.A2_B41,N12,LKCP001_MCF7_24H_X3.A2,N12,76,14,6.4,11.87,57,BRD-K28456624,LKCP001_MCF7_24H_X3.A2_B41:N12,trt_cp,MCF7,1.0,19.7935,3355.0,,,LKCP,seocalcitol
b41,0.12,0.1,uM,0.12 uM,24.0,24 h,h,U2OS,BRD-K28456624,LKCP001_U2OS_24H_X1.A2_B41,N12,LKCP001_U2OS_24H_X1.A2,N12,76,13,5.1,11.74,58,BRD-K28456624,LKCP001_U2OS_24H_X1.A2_B41:N12,trt_cp,U2OS,1.0,13.3133,4546.5,,,LKCP,seocalcitol
b41,0.12,0.1,uM,0.12 uM,24.0,24 h,h,MCF7,BRD-K73237276,LKCP001_MCF7_24H_X5.A2_B41,J24,LKCP001_MCF7_24H_X5.A2,J24,94,15,6.0,11.61,57,BRD-K73237276,LKCP001_MCF7_24H_X5.A2_B41:J24,trt_cp,MCF7,1.0,21.3979,3092.0,,,LKCP,tacalcitol
b40,0.12,0.100001,uM,0.12 uM,24.0,24 h,h,A549,BRD-K56429665,ASG003_A549_24H_X22_B40,G21,ASG003_A549_24H_X22,G21,102,12,5.7,12.71,55,BRD-K56429665,ASG003_A549_24H_X22_B40:G21,trt_cp,A549,1.0,23.1623,3995.5,,,ASG,calcipotriol
b41,0.12,0.1,uM,0.12 uM,24.0,24 h,h,U2OS,BRD-K84163249,LKCP001_U2OS_24H_X5_B41,F09,LKCP001_U2OS_24H_X5,F09,94,13,5.2,12.39,55,BRD-K84163249,LKCP001_U2OS_24H_X5_B41:F09,trt_cp,U2OS,1.0,15.3118,5696.0,,,LKCP,ercalcitriol
b41,0.12,0.100001,uM,0.12 uM,24.0,24 h,h,U2OS,BRD-K56429665,ASG003_U2OS_24H_X2.A2_B41,G21,ASG003_U2OS_24H_X2.A2,G21,81,14,5.3,11.25,57,BRD-K56429665,ASG003_U2OS_24H_X2.A2_B41:G21,trt_cp,U2OS,1.0,12.8755,3515.0,,,ASG,calcipotriol
b41,0.12,0.1,uM,0.12 uM,24.0,24 h,h,U2OS,BRD-K27316855,ASG003_U2OS_24H_X1_B41,G24,ASG003_U2OS_24H_X1,G24,87,14,5.9,11.76,56,BRD-K27316855,ASG003_U2OS_24H_X1_B41:G24,trt_cp,U2OS,1.0,17.1519,4065.0,,,ASG,calcitriol
b40,0.12,0.1,uM,0.12 uM,24.0,24 h,h,A549,BRD-K27316855,ASG003_A549_24H_X21_B40,G24,ASG003_A549_24H_X21,G24,107,12,6.2,12.84,56,BRD-K27316855,ASG003_A549_24H_X21_B40:G24,trt_cp,A549,1.0,15.0335,5833.0,,,ASG,calcitriol
