term,ES,pval,set_size,leading_edge_frac,fdr_bh
REACTOME_PI3K_AKT_SIGNALING_IN_CANCER,0.2211285946469515,0.004987531172069825,100,0.28,0.04894306290348894
REACTOME_SLC_TRANSPORTER_DISORDERS,0.21981979336618204,0.004987531172069825,85,0.2823529411764706,0.04894306290348894
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,0.20952573201090452,0.004987531172069825,55,0.23636363636363636,0.04894306290348894
REACTOME_RHO_GTPASES_ACTIVATE_FORMINS,0.19465420802712022,0.004987531172069825,120,0.21666666666666667,0.04894306290348894
REACTOME_CELLULAR_SENESCENCE,0.19376099262516494,0.004987531172069825,121,0.18181818181818182,0.04894306290348894
REACTOME_MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT,0.18257013954293452,0.004987531172069825,142,0.23943661971830985,0.04894306290348894
REACTOME_MITOCHONDRIAL_BIOGENESIS,0.18212713736458844,0.004987531172069825,79,0.10126582278481013,0.04894306290348894
REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES,0.6137081165352078,0.007481296758104738,28,0.5,0.0628428927680798
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY,0.5834772364001207,0.007481296758104738,23,0.4782608695652174,0.0628428927680798
REACTOME_FORMATION_OF_THE_CANONICAL_BAF_CBAF_COMPLEX,0.4859335457088861,0.007481296758104738,17,0.4117647058823529,0.0628428927680798
REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_PIWI_INTERACTING_RNAS_PIRNAS,0.45625514745042095,0.007481296758104738,32,0.34375,0.0628428927680798
REACTOME_TRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL,0.44334465698615166,0.007481296758104738,31,0.3548387096774194,0.0628428927680798
REACTOME_MEIOSIS,0.435109804245479,0.007481296758104738,51,0.3333333333333333,0.0628428927680798
REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY,0.42703159309758976,0.007481296758104738,24,0.25,0.0628428927680798
REACTOME_CLASS_I_PEROXISOMAL_MEMBRANE_PROTEIN_IMPORT,0.4132762317526831,0.007481296758104738,18,0.16666666666666666,0.0628428927680798
REACTOME_LONG_TERM_POTENTIATION,0.40218255669596215,0.007481296758104738,19,0.21052631578947367,0.0628428927680798
REACTOME_CHROMOSOME_MAINTENANCE,0.3990742143213814,0.007481296758104738,82,0.4634146341463415,0.0628428927680798
REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1,0.3502299107508987,0.007481296758104738,47,0.23404255319148937,0.0628428927680798
