sig_id,pert_id,cell_id,tas,ss_ngene,distil_cc_q75,dose,pert_dose_unit,pert_time,pert_time_unit,is_exemplar_sig,is_null_sig,is_ncs_sig,qc_pass,log_dose,dose_bin,core_score
CPD002_MCF7_24H:BRD-K96390176-001-01-1:10,BRD-K96390176,MCF7,0.227213,153,0.33,10.0,uM,24.0,h,True,False,True,True,1.0,high,2.4723700154013586
CPC005_A549_24H:BRD-K56429665-001-03-9:10,BRD-K56429665,A549,0.230763,168,0.31,10.0,uM,24.0,h,False,False,True,True,1.0,high,2.089059088477926
CPC005_HA1E_24H:BRD-K56429665-001-03-9:10,BRD-K56429665,HA1E,0.136379,107,0.17,10.0,uM,24.0,h,False,False,True,True,1.0,high,2.947854990104678
CPC005_MCF7_24H:BRD-K56429665-001-03-9:10,BRD-K56429665,MCF7,0.341385,278,0.41,10.0,uM,24.0,h,False,False,True,True,1.0,high,3.2903548656821893
CPC005_PC3_24H:BRD-K56429665-001-03-9:10,BRD-K56429665,PC3,0.44831,364,0.54,10.0,uM,24.0,h,True,False,True,True,1.0,high,3.962800316370065
CPC006_A549_24H:BRD-K27316855-001-02-6:1,BRD-K27316855,A549,0.155867,132,0.18,1.0,uM,24.0,h,False,False,True,False,0.0,low,0.6152484112207441
CPC006_HA1E_24H:I03,BRD-K27316855,HA1E,0.393145,287,0.5267,1.0,uM,24.0,h,True,False,True,False,0.0,high,1.3993973269673565
CPC006_MCF7_24H:I03,BRD-K27316855,MCF7,0.165384,125,0.214,1.0,uM,24.0,h,False,False,True,True,0.0,low,1.879314118611278
CPC006_PC3_24H:I03,BRD-K27316855,PC3,0.26906,188,0.3766,1.0,uM,24.0,h,False,False,True,True,0.0,low,2.943961648698996
ASG003_MCF7_24H:G24,BRD-K27316855,MCF7,0.0882319,62,0.1228,0.1,uM,24.0,h,False,False,True,True,-1.0,low,0.9817320621835633
ASG003_U2OS_24H:G19,BRD-K56429665,U2OS,0.107839,82,0.1387,10.0001,uM,24.0,h,False,False,True,True,1.0000043429231045,high,2.994853644297417
ASG003_U2OS_24H:G20,BRD-K56429665,U2OS,0.0863933,77,0.0948,1.00001,uM,24.0,h,False,False,True,True,4.342923104481638e-06,high,1.8992259998926766
ASG003_U2OS_24H:G21,BRD-K56429665,U2OS,0.117513,82,0.1647,0.100001,uM,24.0,h,False,False,True,True,-0.9999956570768955,low,1.8023966650866985
ASG003_U2OS_24H:G22,BRD-K27316855,U2OS,0.137164,125,0.1472,10.0,uM,24.0,h,False,False,True,True,1.0,high,2.2276691568210016
ASG003_U2OS_24H:G23,BRD-K27316855,U2OS,0.0971053,87,0.106,1.0,uM,24.0,h,False,False,True,True,0.0,low,1.5186518708795225
REP.A009_A549_24H:D03,BRD-K28456624,A549,0.0952636,61,0.1455,1.11111,uM,24.0,h,False,False,True,True,0.04575705626597609,high,1.5199189817185594
REP.A009_A549_24H:D04,BRD-K28456624,A549,0.0884264,88,0.0869,0.37037,uM,24.0,h,False,False,True,True,-0.4313641984536864,low,1.036103336512504
ASG003_A549_24H:G22,BRD-K27316855,A549,0.220147,128,0.3703,10.0,uM,24.0,h,True,False,True,True,1.0,high,2.293128179361877
ASG003_A549_24H:G23,BRD-K27316855,A549,0.155816,86,0.2761,1.0,uM,24.0,h,False,False,True,True,0.0,low,1.2463796569467898
ASG003_A549_24H:G24,BRD-K27316855,A549,0.153833,103,0.2247,0.1,uM,24.0,h,False,False,True,True,-1.0,low,0.4429812246720889
ASG003_MCF7_24H:G19,BRD-K56429665,MCF7,0.227993,122,0.4167,10.0001,uM,24.0,h,True,False,True,True,1.0000043429231045,high,2.448472118432102
ASG003_MCF7_24H:G20,BRD-K56429665,MCF7,0.156176,68,0.3508,1.00001,uM,24.0,h,False,False,True,True,4.342923104481638e-06,high,1.7894837927151737
ASG003_MCF7_24H:G21,BRD-K56429665,MCF7,0.156127,69,0.3455,0.100001,uM,24.0,h,False,False,True,True,-0.9999956570768955,low,2.7336234531432653
ASG003_MCF7_24H:G22,BRD-K27316855,MCF7,0.207028,115,0.3645,10.0,uM,24.0,h,False,False,True,True,1.0,high,2.7956537880837016
ASG003_MCF7_24H:G23,BRD-K27316855,MCF7,0.164231,87,0.3032,1.0,uM,24.0,h,False,False,True,True,0.0,low,1.5870414553187524
ASG002_PC3_24H:A23,BRD-K56429665,PC3,0.283825,253,0.3114,1.0,uM,24.0,h,False,False,True,True,0.0,low,2.7568399803736137
ASG002_PC3_24H:A24,BRD-K56429665,PC3,0.326479,261,0.3994,0.1,uM,24.0,h,False,False,True,True,-1.0,low,2.8358179488634216
ASG002_PC3_24H:O07,BRD-K27316855,PC3,0.353466,248,0.4927,10.0,uM,24.0,h,True,False,True,True,1.0,high,3.8132061361310914
ASG002_PC3_24H:O08,BRD-K27316855,PC3,0.317973,229,0.4318,1.0,uM,24.0,h,False,False,True,True,0.0,low,3.4363818699599595
ASG002_PC3_24H:O09,BRD-K27316855,PC3,0.273056,184,0.3963,0.1,uM,24.0,h,False,False,True,True,-1.0,low,2.500315969084267
ASG003_A549_24H:G19,BRD-K56429665,A549,0.240857,134,0.4234,10.0001,uM,24.0,h,False,False,True,True,1.0000043429231045,high,3.0434249774569775
ASG003_A549_24H:G20,BRD-K56429665,A549,0.120089,82,0.172,1.00001,uM,24.0,h,False,False,True,True,4.342923104481638e-06,high,1.7729606281465826
ASG003_A549_24H:G21,BRD-K56429665,A549,0.100779,43,0.231,0.100001,uM,24.0,h,False,False,True,True,-0.9999956570768955,low,0.7523016340760353
ASG002_A549_24H:O09,BRD-K27316855,A549,0.114514,342,0.0375,0.1,uM,24.0,h,False,False,True,True,-1.0,low,2.0588029844890623
ASG002_MCF7_24H:A22,BRD-K56429665,MCF7,0.197153,166,0.229,10.0,uM,24.0,h,False,False,True,True,1.0,high,2.9365906008569245
ASG002_MCF7_24H:A23,BRD-K56429665,MCF7,0.126376,89,0.1755,1.0,uM,24.0,h,False,False,True,True,0.0,low,2.4137490078242756
ASG002_MCF7_24H:A24,BRD-K56429665,MCF7,0.167235,122,0.2242,0.1,uM,24.0,h,False,False,True,True,-1.0,low,2.09226943337114
ASG002_MCF7_24H:O07,BRD-K27316855,MCF7,0.214392,139,0.3234,10.0,uM,24.0,h,True,False,True,True,1.0,high,3.184776363841604
ASG002_MCF7_24H:O08,BRD-K27316855,MCF7,0.153519,84,0.2744,1.0,uM,24.0,h,False,False,True,True,0.0,low,2.4798600870631198
ASG002_MCF7_24H:O09,BRD-K27316855,MCF7,0.186914,101,0.3383,0.1,uM,24.0,h,False,False,True,True,-1.0,low,1.4133391901443781
ASG002_PC3_24H:A22,BRD-K56429665,PC3,0.349588,247,0.4839,10.0,uM,24.0,h,False,False,True,True,1.0,high,3.2593021154025306
